,Unnamed: 0,player,espn,dk_name
47,50,Alshon Jeffery,18.48,Alshon Jeffery
48,51,Nick Foles,12.698,Nick Foles
49,52,Michael Crabtree,17.57,Michael Crabtree
50,53,Matt Jones,13.79,Matt Jones
51,54,Brandon Marshall,17.67,Brandon Marshall
52,55,Calvin Johnson,16.64,Calvin Johnson
53,57,Doug Martin,15.08,Doug Martin
54,58,Mike Evans,16.12,Mike Evans
55,59,James Starks,14.04,James Starks
56,60,Antonio Brown,17.54,Antonio Brown
57,62,Jeremy Hill,12.18,Jeremy Hill
58,63,Latavius Murray,12.44,Latavius Murray
59,64,Amari Cooper,16.19,Amari Cooper
60,65,Larry Fitzgerald,15.95,Larry Fitzgerald
61,67,Lamar Miller,14.23,Lamar Miller
62,69,Giovani Bernard,13.34,Giovani Bernard
63,70,Brandon LaFell,15.01,Brandon LaFell
64,71,Jeremy Langford,14.23,Jeremy Langford
65,74,T.J. Yeldon,12.92,T.J. Yeldon
66,75,Eric Decker,14.74,Eric Decker
67,76,Jarvis Landry,15.15,Jarvis Landry
68,78,Dez Bryant,14.75,Dez Bryant
69,79,Antonio Andrews,11.94,Antonio Andrews
70,80,C.J. Anderson,11.17,C.J. Anderson
71,84,Jordan Matthews,13.82,Jordan Matthews
72,85,Chris Johnson,9.08,Chris Johnson
73,86,Tyler Eifert,12.81,Tyler Eifert
74,87,Jeremy Maclin,13.99,Jeremy Maclin
75,89,Eddie Lacy,11.23,Eddie Lacy
76,90,Stefon Diggs,15.58,Stefon Diggs
77,92,Allen Hurns,14.05,Allen Hurns
78,96,Tavon Austin,11.94,Tavon Austin
79,97,Davante Adams,12.52,Davante Adams
80,98,Jordan Reed,13.47,Jordan Reed
81,100,Brandin Cooks,12.72,Brandin Cooks
82,103,John Brown,12.54,John Brown
83,104,Greg Olsen,13.46,Greg Olsen
84,105,Willie Snead,11.94,Willie Snead
85,106,Richard Rodgers,12.09,Richard Rodgers
86,109,Kamar Aiken,12.15,Kamar Aiken
87,118,Nate Washington,12.36,Nate Washington
88,119,Gary Barnidge,12.31,Gary Barnidge
89,121,Pierre Garcon,12.17,Pierre Garcon
90,122,Rishard Matthews,12.86,Rishard Matthews
91,125,LeSean McCoy,11.39,LeSean McCoy
92,126,Charcandrick West,13.06,Charcandrick West
93,128,Jimmy Graham,12.22,Jimmy Graham
94,129,Martellus Bennett,13.45,Martellus Bennett
95,134,Travis Benjamin,11.52,Travis Benjamin
96,136,DeSean Jackson,11.12,DeSean Jackson
97,138,Martavis Bryant,11.32,Martavis Bryant
98,140,James Jones,10.06,James Jones
99,142,Sammy Watkins,12.0,Sammy Watkins
100,146,Marvin Jones,11.12,Marvin Jones
101,147,Delanie Walker,12.27,Delanie Walker
102,148,Golden Tate,12.23,Golden Tate
103,151,Rueben Randle,10.82,Rueben Randle
104,152,Ronnie Hillman,8.99,Ronnie Hillman
105,153,Robert Woods,10.9,Robert Woods
106,155,Mike Wallace,10.89,Mike Wallace
107,156,Travis Kelce,11.57,Travis Kelce
108,158,Ted Ginn Jr.,9.28,Ted Ginn Jr.
109,159,Zach Ertz,10.51,Zach Ertz
110,160,Jason Witten,10.87,Jason Witten
111,161,Charles Sims,9.88,Charles Sims
112,162,Benjamin Watson,9.73,Benjamin Watson
113,163,Alfred Blue,9.14,Alfred Blue
114,165,Eric Ebron,10.59,Eric Ebron
115,166,Michael Floyd,9.99,Michael Floyd
116,167,Theo Riddick,11.08,Theo Riddick
117,168,Jamison Crowder,9.96,Jamison Crowder
118,169,Shane Vereen,10.58,Shane Vereen
119,170,Ryan Mathews,8.48,Ryan Mathews
120,172,Jordan Cameron,9.82,Jordan Cameron
121,173,Harry Douglas,9.95,Harry Douglas
122,174,Dorial Green-Beckham,8.98,Dorial Green-Beckham
123,175,Charles Clay,9.19,Charles Clay
124,176,C.J. Spiller,10.17,C.J. Spiller
125,177,Marques Colston,8.57,Marques Colston
126,178,Dexter McCluster,9.32,Dexter McCluster
127,180,Cecil Shorts III,9.99,Cecil Shorts III
128,181,Tyler Lockett,8.39,Tyler Lockett
129,183,Chris Thompson,9.93,Chris Thompson
130,184,Rashad Jennings,7.02,Rashad Jennings
131,185,Doug Baldwin,8.87,Doug Baldwin
132,186,Chris Givens,9.24,Chris Givens
133,187,Julius Thomas,8.92,Julius Thomas
134,188,Duke Johnson Jr.,9.81,Duke Johnson Jr.
135,190,Danny Amendola,9.33,Danny Amendola
136,191,Joique Bell,6.79,Joique Bell
137,192,Will Tye,8.69,Will Tye
138,194,Crockett Gillmore,8.23,Crockett Gillmore
139,195,James White,8.87,James White
140,196,Javorius Allen,5.97,Javorius Allen
141,197,Isaiah Crowell,6.55,Isaiah Crowell
142,198,Terrance Williams,7.52,Terrance Williams
143,199,Zac Stacy*,7.53,Zac Stacy
144,201,Dwayne Harris,7.71,Dwayne Harris
145,202,Chris Hogan,8.14,Chris Hogan
146,203,Alfred Morris,5.74,Alfred Morris
147,204,Nelson Agholor,7.27,Nelson Agholor
148,206,Marlon Brown,7.71,Marlon Brown
149,207,Justin Hunter,6.9,Justin Hunter
150,208,Jermaine Kearse,6.85,Jermaine Kearse
151,209,Kenny Britt,6.98,Kenny Britt
152,210,Andre Ellington,7.14,Andre Ellington
153,211,Mohamed Sanu,7.24,Mohamed Sanu
154,212,Andrew Hawkins,6.57,Andrew Hawkins
155,213,Kenny Stills,7.37,Kenny Stills
156,214,Chris Polk,5.98,Chris Polk
157,215,Marc Mariani,6.1,Marc Mariani
158,216,Marquess Wilson,6.67,Marquess Wilson
159,217,Clive Walford,6.16,Clive Walford
160,218,Karlos Williams,5.41,Karlos Williams
161,219,Albert Wilson,6.6,Albert Wilson
162,220,Scott Chandler,6.08,Scott Chandler
163,221,Corey Brown,6.52,Corey Brown
164,222,Vernon Davis,7.03,Vernon Davis
165,223,Jonathan Grimes,7.37,Jonathan Grimes
166,224,Heath Miller,5.53,Heath Miller
167,225,Darren Sproles,7.55,Darren Sproles
168,226,Seth Roberts,4.74,Seth Roberts
169,227,Marqise Lee,6.27,Marqise Lee
170,228,Jared Cook,6.59,Jared Cook
171,230,Jeremy Kerley,5.59,Jeremy Kerley
172,231,Brian Hartline,6.19,Brian Hartline
173,232,Lance Moore,5.91,Lance Moore
174,233,Devin Funchess,4.81,Devin Funchess
175,234,Tre Mason,4.86,Tre Mason
176,235,Brian Quick,5.78,Brian Quick
177,236,Jerricho Cotchery,5.19,Jerricho Cotchery
178,237,Riley Cooper,5.08,Riley Cooper
179,238,Kyle Rudolph,6.17,Kyle Rudolph
180,239,Ameer Abdullah,5.89,Ameer Abdullah
181,240,Jermaine Gresham,6.11,Jermaine Gresham
182,241,Taylor Gabriel,4.94,Taylor Gabriel
183,242,Maxx Williams,4.47,Maxx Williams
184,243,Markus Wheaton,4.31,Markus Wheaton
185,244,Ka'Deem Carey,4.75,Ka'Deem Carey
186,245,Donteea Dye,5.27,Donteea Dye
187,247,Bennie Fowler,4.66,Bennie Fowler
188,249,Adam Humphries,6.0,Adam Humphries
189,250,Ryan Griffin*,5.9,Ryan Griffin
190,251,Denard Robinson,5.08,Denard Robinson
191,253,Jarius Wright,5.1,Jarius Wright
192,254,Marcel Reece,5.41,Marcel Reece
193,255,Owen Daniels,4.74,Owen Daniels
194,257,David Johnson,5.26,David Johnson
195,258,Jeff Cumberland,4.44,Jeff Cumberland
196,259,Jay Ajayi,3.87,Jay Ajayi
197,260,De'Anthony Thomas,5.11,De'Anthony Thomas
198,261,Josh Hill,3.1,Josh Hill
199,262,Rod Smith,3.19,Rod Smith
200,263,Anthony Fasano,3.41,Anthony Fasano
201,264,Marcedes Lewis,3.13,Marcedes Lewis
202,265,Jeremy Ross,3.17,Jeremy Ross
203,266,Mychal Rivera,2.99,Mychal Rivera
204,267,Jerome Cunningham,3.76,Jerome Cunningham
205,268,Kenbrell Thompkins,4.17,Kenbrell Thompkins
206,269,Michael Hoomanawanui,3.1,Michael Hoomanawanui
207,270,Dion Sims,3.99,Dion Sims
208,271,Jordan Todman,2.98,Jordan Todman
209,272,Lance Kendricks,3.33,Lance Kendricks
210,273,Cole Beasley,3.78,Cole Beasley
211,274,Derek Carrier,2.7,Derek Carrier
212,275,Andre Williams,2.88,Andre Williams
213,276,Darren Fells,3.51,Darren Fells
214,277,Taiwan Jones,3.47,Taiwan Jones
215,278,Luke Willson,3.36,Luke Willson
216,279,Kyle Juszczyk,4.13,Kyle Juszczyk
217,280,Darrius Heyward-Bey,2.33,Darrius Heyward-Bey
218,281,Craig Stevens,3.36,Craig Stevens
219,282,Fred Jackson,4.15,Fred Jackson
220,283,Andre Caldwell,2.71,Andre Caldwell
221,284,Orleans Darkwa,2.29,Orleans Darkwa
222,285,Jerick McKinnon,2.74,Jerick McKinnon
223,286,Charles Johnson,3.32,Charles Johnson
224,288,Greg Jennings,2.97,Greg Jennings
225,289,Brandon Myers,2.54,Brandon Myers
226,290,Thomas Rawls,2.23,Thomas Rawls
227,291,Brandon Coleman,2.32,Brandon Coleman
228,292,Demetrius Harris,1.94,Demetrius Harris
229,293,Robert Turbin,1.55,Robert Turbin
230,294,Jason Avant,1.83,Jason Avant
231,295,Mike Tolbert,3.36,Mike Tolbert
232,296,Knile Davis,2.56,Knile Davis
233,297,Lee Smith,2.29,Lee Smith
234,298,Josh Huff,2.28,Josh Huff
235,299,Brandon Bolden,2.24,Brandon Bolden
236,300,Will Johnson,1.31,Will Johnson
237,301,Matt Asiata,3.28,Matt Asiata
238,302,James Hanna,2.5,James Hanna
239,303,Ed Dickson,2.35,Ed Dickson
240,304,Jim Dray,2.4,Jim Dray
241,305,Andre Holmes,2.26,Andre Holmes
242,306,Keith Mumphery,1.64,Keith Mumphery
243,307,Fozzy Whittaker,1.57,Fozzy Whittaker
244,308,David Cobb,1.9,NaN
245,309,Justin Perillo,1.27,Justin Perillo
246,313,Myles White,2.22,Myles White
247,315,Benjamin Cunningham,1.38,Benny Cunningham
248,316,Miles Austin,2.01,Miles Austin
249,318,Luke Stocker,1.53,Luke Stocker
250,319,Bernard Pierce,1.71,Bernard Pierce
251,325,MyCole Pruitt,1.48,MyCole Pruitt
252,327,Chris Conley,1.74,Chris Conley
253,335,J.J. Nelson,1.02,J.J. Nelson
254,338,Zach Miller,1.55,Zach Miller
255,339,Wes Welker,1.16,NaN
256,343,Garrett Graham,1.31,Garrett Graham
257,346,Antone Smith,1.02,Antone Smith
258,347,Joshua Bellamy,1.45,Joshua Bellamy
