,Unnamed: 0,player,espn,dk_name
53,55,Greg Olsen,16.42,Greg Olsen
54,56,Matt Cassel,13.288,Matt Cassel
55,57,Kirk Cousins,13.35,Kirk Cousins
56,58,Martavis Bryant,15.35,Martavis Bryant
57,59,Lamar Miller,15.49,Lamar Miller
58,60,Nick Foles,12.814,Nick Foles
59,61,C.J. Anderson,13.33,C.J. Anderson
60,62,Chris Ivory,13.03,Chris Ivory
61,63,Shaun Draughn,16.07,Shaun Draughn
62,64,Eric Decker,16.58,Eric Decker
63,66,Jarvis Landry,17.56,Jarvis Landry
64,67,Brandon LaFell,16.38,Brandon LaFell
65,69,Eddie Lacy,13.81,NaN
66,70,DeMarco Murray,15.54,DeMarco Murray
67,71,Michael Crabtree,15.69,Michael Crabtree
68,72,Danny Amendola,17.42,Danny Amendola
69,73,Jeremy Langford,12.42,Jeremy Langford
70,75,T.Y. Hilton,16.15,T.Y. Hilton
71,76,Sammy Watkins,14.62,Sammy Watkins
72,77,Travis Benjamin,14.15,Travis Benjamin
73,78,Amari Cooper,15.86,Amari Cooper
74,79,Jeremy Hill,11.22,Jeremy Hill
75,83,Latavius Murray,12.95,Latavius Murray
76,85,Randall Cobb,15.11,NaN
77,89,Jeremy Maclin,14.28,Jeremy Maclin
78,91,Antonio Andrews,12.08,Antonio Andrews
79,92,Mike Evans,13.84,Mike Evans
80,94,Giovani Bernard,12.11,Giovani Bernard
81,95,Frank Gore,12.45,Frank Gore
82,96,Blaine Gabbert,10.944,Blaine Gabbert
83,98,Gary Barnidge,14.16,Gary Barnidge
84,100,Demaryius Thomas,14.21,Demaryius Thomas
85,101,Golden Tate,14.74,NaN
86,104,Delanie Walker,13.66,Delanie Walker
87,105,T.J. Yeldon,12.11,T.J. Yeldon
88,107,Dez Bryant,14.56,Dez Bryant
89,112,Kamar Aiken,13.78,Kamar Aiken
90,116,Scott Chandler,12.04,Scott Chandler
91,119,Brandin Cooks,12.91,Brandin Cooks
92,120,Emmanuel Sanders,12.22,Emmanuel Sanders
93,121,Stevie Johnson,12.95,Stevie Johnson
94,124,Danny Woodhead,13.1,Danny Woodhead
95,125,Marvin Jones,11.37,Marvin Jones
96,128,Jordan Matthews,13.07,Jordan Matthews
97,135,Davante Adams,12.3,NaN
98,138,John Brown,12.16,John Brown
99,139,Duke Johnson Jr.,11.9,Duke Johnson Jr.
100,141,Michael Floyd,10.61,Michael Floyd
101,143,Donte Moncrief,13.69,Donte Moncrief
102,144,Julius Thomas,12.1,Julius Thomas
103,145,Alfred Blue,9.38,Alfred Blue
104,146,Alfred Morris,8.53,Alfred Morris
105,149,Travis Kelce,13.9,Travis Kelce
106,151,Vincent Jackson,10.78,Vincent Jackson
107,153,Jordan Reed,11.81,Jordan Reed
108,154,Benjamin Watson,12.14,Benjamin Watson
109,155,Tavon Austin,10.9,Tavon Austin
110,156,Kenny Stills,10.5,Kenny Stills
111,157,Antonio Gates,12.14,Antonio Gates
112,158,Ronnie Hillman,8.73,Ronnie Hillman
113,160,Doug Baldwin,12.03,Doug Baldwin
114,161,Brian Hartline,11.94,Brian Hartline
115,166,Jacob Tamme,11.6,Jacob Tamme
116,167,Marques Colston,11.38,Marques Colston
117,168,Ted Ginn Jr.,10.69,Ted Ginn Jr.
118,169,James Jones,10.32,NaN
119,171,Dontrelle Inman,9.99,Dontrelle Inman
120,173,DeSean Jackson,10.18,DeSean Jackson
121,176,Anquan Boldin,11.92,Anquan Boldin
122,177,Darren Sproles,11.84,Darren Sproles
123,178,DeVante Parker,10.49,DeVante Parker
124,179,Rashad Jennings,8.68,Rashad Jennings
125,180,Kendall Wright,11.82,Kendall Wright
126,181,Stefon Diggs,10.7,Stefon Diggs
127,182,Martellus Bennett,10.85,Martellus Bennett
128,185,Theo Riddick,11.03,NaN
129,186,Coby Fleener,9.31,Coby Fleener
130,188,Austin Seferian-Jenkins,9.84,Austin Seferian-Jenkins
131,189,Melvin Gordon,9.78,Melvin Gordon
132,190,Rueben Randle,9.18,Rueben Randle
133,191,Bilal Powell,10.14,Bilal Powell
134,192,Ameer Abdullah,8.75,NaN
135,193,Brandon Coleman,9.4,Brandon Coleman
136,195,Tyler Lockett,9.21,Tyler Lockett
137,196,Nate Washington,9.28,Nate Washington
138,197,Malcom Floyd,8.57,Malcom Floyd
139,198,Devin Funchess,8.6,Devin Funchess
140,199,Keshawn Martin,9.85,Keshawn Martin
141,200,Spencer Ware,8.34,Spencer Ware
142,201,Shane Vereen,9.28,Shane Vereen
143,202,Zach Ertz,10.49,Zach Ertz
144,203,Richard Rodgers,9.5,NaN
145,204,Robert Woods,9.51,Robert Woods
146,206,Jermaine Kearse,8.04,Jermaine Kearse
147,207,Roddy White,9.86,Roddy White
148,208,Markus Wheaton,8.65,Markus Wheaton
149,209,Matt Jones,8.87,Matt Jones
150,210,Jason Witten,8.88,Jason Witten
151,212,Charles Sims,9.39,Charles Sims
152,213,Will Tye,9.53,Will Tye
153,214,Chris Givens,8.11,Chris Givens
154,216,Jay Ajayi,8.18,Jay Ajayi
155,217,Kenny Britt,8.22,Kenny Britt
156,219,Jordan Cameron,7.97,Jordan Cameron
157,220,Dwayne Harris,8.6,Dwayne Harris
158,221,Crockett Gillmore,8.83,Crockett Gillmore
159,222,Eric Ebron,9.4,NaN
160,223,Dorial Green-Beckham,7.99,Dorial Green-Beckham
161,225,Jesse James,7.53,Jesse James
162,226,C.J. Spiller,7.56,C.J. Spiller
163,227,Marqise Lee,9.11,Marqise Lee
164,229,Harry Douglas,7.52,Harry Douglas
165,231,Cecil Shorts III,9.0,Cecil Shorts III
166,233,Terrance Williams,7.39,Terrance Williams
167,234,Vernon Davis,7.24,Vernon Davis
168,235,Charles Clay,8.87,Charles Clay
169,236,Terrance West,5.38,Terrance West
170,237,Pierre Garcon,7.73,Pierre Garcon
171,238,James Starks,7.19,NaN
172,239,Kyle Rudolph,7.79,Kyle Rudolph
173,240,Marlon Moore,6.78,Marlon Moore
174,241,Vance McDonald,8.35,Vance McDonald
175,242,Ladarius Green,6.99,Ladarius Green
176,243,Tyler Kroft,6.53,Tyler Kroft
177,244,Albert Wilson,7.04,Albert Wilson
178,245,Jared Cook,6.95,Jared Cook
179,247,Jeremy Butler,5.84,Jeremy Butler
180,249,Mike Wallace,6.46,Mike Wallace
181,251,Riley Cooper,5.99,Riley Cooper
182,252,Isaiah Crowell,5.85,Isaiah Crowell
183,253,Nelson Agholor,6.3,Nelson Agholor
184,254,Jonathan Grimes,6.36,Jonathan Grimes
185,255,Mohamed Sanu,6.53,Mohamed Sanu
186,256,Jerricho Cotchery,6.22,Jerricho Cotchery
187,257,Brandon Bolden,6.65,Brandon Bolden
188,258,Zach Miller,6.33,Zach Miller
189,259,James White,7.26,James White
190,260,Rashad Greene,6.49,Rashad Greene
191,261,Owen Daniels,6.24,Owen Daniels
192,262,Seth Roberts,6.13,Seth Roberts
193,263,Ryan Griffin,6.64,Ryan Griffin
194,264,David Cobb,5.4,David Cobb
195,265,Luke Willson,6.69,Luke Willson
196,266,Jamison Crowder,6.53,Jamison Crowder
197,267,Devin Smith,5.3,Devin Smith
198,268,Stepfan Taylor,4.47,Stepfan Taylor
199,269,Dwayne Allen,5.4,Dwayne Allen
200,270,Marc Mariani,4.51,Marc Mariani
201,271,Chris Hogan,5.87,Chris Hogan
202,272,Corey Fuller,5.25,NaN
203,273,Quincy Enunwa,5.97,Quincy Enunwa
204,274,Andre Johnson,5.39,Andre Johnson
205,275,Kyle Juszczyk,7.01,Kyle Juszczyk
206,276,Fred Jackson,5.63,Fred Jackson
207,277,T.J. Graham,5.54,T.J. Graham
208,279,Cole Beasley,4.79,Cole Beasley
209,280,Mike Tolbert,4.85,Mike Tolbert
210,281,Chris Thompson,6.74,Chris Thompson
211,282,Daniel Herron,5.84,Daniel Herron
212,283,Torrey Smith,5.08,Torrey Smith
213,284,Brian Quick,4.05,Brian Quick
214,285,Robert Turbin,4.69,Robert Turbin
215,286,Jarius Wright,4.31,Jarius Wright
216,288,Denard Robinson,4.03,Denard Robinson
217,289,Bradley Marquez,5.15,Bradley Marquez
218,290,Asante Cleveland,4.22,Asante Cleveland
219,291,Joique Bell,4.96,NaN
220,293,Anthony Fasano,4.4,Anthony Fasano
221,294,Clive Walford,4.41,Clive Walford
222,295,Corey Brown,5.1,Corey Brown
223,296,Mychal Rivera,4.84,Mychal Rivera
224,297,Jermaine Gresham,4.91,Jermaine Gresham
225,298,Tre Mason,4.27,Tre Mason
226,299,Marcedes Lewis,4.35,Marcedes Lewis
227,300,Hakeem Nicks,3.93,Hakeem Nicks
228,301,Justin Perillo,3.02,NaN
229,302,Josh Huff,3.76,Josh Huff
230,303,Josh Hill,3.7,Josh Hill
231,304,Darren Fells,3.43,Darren Fells
232,305,Jerome Cunningham,3.18,Jerome Cunningham
233,307,Griff Whalen,3.86,Griff Whalen
234,308,Adam Humphries,3.81,Adam Humphries
235,309,Brandon Pettigrew,3.23,NaN
236,310,J.J. Nelson,3.77,J.J. Nelson
237,311,Chris Polk,4.25,Chris Polk
238,312,Ed Dickson,2.56,Ed Dickson
239,313,Boobie Dixon,2.9,Boobie Dixon
240,314,Marcel Reece,3.6,Marcel Reece
241,315,Nick Boyle,4.49,Nick Boyle
242,316,Jordan Todman,2.1,Jordan Todman
243,317,Lance Kendricks,4.08,Lance Kendricks
244,318,Nick Williams,4.09,Nick Williams
245,319,Matt Spaeth,2.7,Matt Spaeth
246,320,Greg Jennings,3.17,Greg Jennings
247,321,Stevan Ridley,2.31,Stevan Ridley
248,322,Bruce Ellington,2.82,Bruce Ellington
249,323,Andre Holmes,2.94,Andre Holmes
250,324,Joshua Bellamy,3.17,Joshua Bellamy
251,325,Brent Celek,3.17,Brent Celek
252,326,Tevin Coleman,2.39,Tevin Coleman
253,327,Jason Avant,4.14,Jason Avant
254,329,Chris Conley,3.2,Chris Conley
255,330,Kevin Smith,3.12,Kevin Smith
256,331,Derek Carrier,2.74,Derek Carrier
257,332,Daniel Brown,3.11,NaN
258,333,Dwayne Bowe,3.13,Dwayne Bowe
259,334,Miles Austin,3.51,Miles Austin
260,335,Blake Bell,3.57,Blake Bell
261,336,Orleans Darkwa,2.4,Orleans Darkwa
262,337,Quinton Patton,4.26,Quinton Patton
263,338,Andre Williams,2.22,Andre Williams
264,339,Bennie Fowler,2.67,Bennie Fowler
265,340,Wes Welker,2.61,Wes Welker
266,341,Jamize Olawale,3.54,Jamize Olawale
267,342,Michael Williams,2.1,Michael Williams
268,343,Ryan Hewitt,2.61,Ryan Hewitt
269,344,Cooper Helfet,2.37,Cooper Helfet
270,345,Gavin Escobar,2.1,Gavin Escobar
271,346,Matt Asiata,3.4,Matt Asiata
272,347,Fozzy Whittaker,1.95,Fozzy Whittaker
273,348,Lee Smith,1.86,Lee Smith
274,349,Michael Hoomanawanui,2.47,Michael Hoomanawanui
275,350,Dion Sims,2.08,Dion Sims
276,351,Craig Stevens,1.95,Craig Stevens
277,353,TJ Jones,2.37,NaN
278,354,Andre Caldwell,2.15,Andre Caldwell
279,355,Benjamin Cunningham,1.54,Benny Cunningham
280,356,C.J. Fiedorowicz,1.85,C.J. Fiedorowicz
281,360,C.J. Uzomah,1.42,C.J. Uzomah
282,361,Jalston Fowler,1.93,Jalston Fowler
283,362,Jerick McKinnon,1.97,Jerick McKinnon
284,363,Kerwynn Williams,1.53,NaN
285,365,Kellen Davis,1.71,Kellen Davis
286,366,Neal Sterling,2.04,Neal Sterling
287,367,Darrius Heyward-Bey,1.86,Darrius Heyward-Bey
288,368,Kenjon Barner,1.2,Kenjon Barner
289,370,Devin Hester,1.8,NaN
290,373,Jack Doyle,1.08,Jack Doyle
291,374,Jared Abbrederis,1.03,NaN
292,375,Jeff Janis,1.02,NaN
293,376,Rex Burkhead,1.36,Rex Burkhead
294,377,Rhett Ellison,2.06,Rhett Ellison
295,379,Clay Harbor,1.04,Clay Harbor
296,384,Akeem Hunt,1.73,Akeem Hunt
297,392,Patrick DiMarco,1.12,Patrick DiMarco
298,397,MyCole Pruitt,1.22,MyCole Pruitt
299,400,Zach Line,1.27,Zach Line
300,402,Donald Brown,1.15,Donald Brown
