,Unnamed: 0,player,nfl,dk_name
222,222,Jeff Cumberland,2.1,Jeff Cumberland
223,223,Ed Dickson,2.1,Ed Dickson
224,224,Nate Washington,2.1,Nate Washington
225,225,Matt Asiata,1.925,Matt Asiata
226,226,Jared Cook,1.995,Jared Cook
227,227,Jermaine Gresham,1.995,Jermaine Gresham
228,228,Chris Thompson,1.955,Chris Thompson
229,229,Terron Ward,1.935,Terron Ward
230,230,Marquess Wilson,1.995,Marquess Wilson
231,231,Cameron Artis-Payne,1.82,Cameron Artis-Payne
232,232,Taylor Gabriel,1.89,Taylor Gabriel
233,233,Markus Wheaton,1.885,Markus Wheaton
234,234,Jay Ajayi,1.745,Jay Ajayi
235,235,Phillip Dorsett,1.785,Phillip Dorsett
236,236,Ryan Griffin,1.785,Ryan Griffin
237,237,Fred Jackson,1.74,Fred Jackson
238,238,Tyler Lockett,1.775,Tyler Lockett
239,239,Jerick McKinnon,1.73,Jerick McKinnon
240,240,Jordan Norwood,1.785,Jordan Norwood
241,241,Kevin White,1.785,NaN
242,242,Riley Cooper,1.68,Riley Cooper
243,243,Kendall Gaskins,1.64,Kendall Gaskins
244,244,Chris Gragg,1.68,Chris Gragg
245,245,Bishop Sankey,1.61,Bishop Sankey
246,246,Devin Smith,1.68,Devin Smith
247,247,Miles Austin,1.575,Miles Austin
248,248,Bruce Ellington,1.57,Bruce Ellington
249,249,Dontrelle Inman,1.575,Dontrelle Inman
250,250,DeVante Parker,1.575,DeVante Parker
251,251,Rod Streater,1.575,Rod Streater
252,252,Stepfan Taylor,1.53,Stepfan Taylor
253,253,Garrett Celek,1.47,Garrett Celek
254,254,Orleans Darkwa,1.405,Orleans Darkwa
255,255,Chris Hogan,1.47,Chris Hogan
256,256,Lance Kendricks,1.47,Lance Kendricks
257,257,Keith Mumphery,1.47,Keith Mumphery
258,258,Brandon Myers,1.47,Brandon Myers
259,259,Timothy Wright,1.47,NaN
260,260,Derek Carrier,1.365,Derek Carrier
261,261,Crockett Gillmore,1.365,Crockett Gillmore
262,262,Dwayne Harris,1.365,Dwayne Harris
263,263,Andre Holmes,1.365,Andre Holmes
264,264,Luke Willson,1.365,Luke Willson
265,265,Nick Boyle,1.26,Nick Boyle
266,266,Chris Polk,1.215,Chris Polk
267,267,Damien Williams,1.225,Damien Williams
268,268,Karlos Williams,1.205,Karlos Williams
269,269,C.J. Fiedorowicz,1.155,C.J. Fiedorowicz
270,270,Darren Fells,1.05,Darren Fells
