,Unnamed: 0,player,opp,pass_yards,pass_tds,int,rush_yards,rush_tds,rec_yards,rec_tds,fum_td,2-pt,fl,fan_pts,rec,punt_td,kick_td
23,23,Antonio Brown WR - PIT View Videos,ARI,0.0,0.0,0.0,2.0,0.0,99.0,1.0,0,0,0.0,16.1,9.9,0,0
24,24,Alex Smith QB - KC View Videos,@MIN,216.0,2.0,1.0,14.0,0.0,0.0,0.0,0,0,0.0,16.04,0.0,0,0
25,25,Odell Beckham WR - NYG Q View News View Videos,@PHI,0.0,0.0,0.0,4.0,0.0,96.0,1.0,0,0,0.0,16.0,9.6,0,0
26,26,Jay Cutler QB - CHI View Video,@DET,230.0,2.0,1.0,8.0,0.0,0.0,0.0,0,0,0.0,16.0,0.0,0,0
27,27,Blake Bortles QB - JAC P View Videos,HOU,197.0,2.0,1.0,21.0,0.0,0.0,0.0,0,0,0.0,15.98,0.0,0,0
28,28,Demaryius Thomas WR - DEN Q,@CLE,0.0,0.0,0.0,0.0,0.0,98.0,1.0,0,0,0.0,15.8,9.8,0,0
29,29,Justin Forsett RB - BAL Q View News View Video,@SF,0.0,0.0,0.0,76.0,1.0,20.0,0.0,0,0,0.0,15.6,2.0,0,0
30,30,Ryan Fitzpatrick QB - NYJ,WAS,218.0,2.0,1.0,8.0,0.0,0.0,0.0,0,0,0.0,15.52,0.0,0,0
31,31,DeAndre Hopkins WR - HOU View Video,@JAC,0.0,0.0,0.0,0.0,0.0,89.0,1.0,0,0,0.0,14.9,8.9,0,0
32,32,Rob Gronkowski TE - NE View Videos,@IND,0.0,0.0,0.0,0.0,0.0,87.0,1.0,0,0,0.0,14.7,8.7,0,0
33,33,LeSean McCoy RB - BUF P View News View Video,CIN,0.0,0.0,0.0,73.0,1.0,14.0,0.0,0,0,0.0,14.7,1.4,0,0
34,34,Alshon Jeffery WR - CHI Q View Video,@DET,0.0,0.0,0.0,2.0,0.0,84.0,1.0,0,0,0.0,14.6,8.4,0,0
35,35,Emmanuel Sanders WR - DEN View Video,@CLE,0.0,0.0,0.0,3.0,0.0,83.0,1.0,0,0,0.0,14.6,8.3,0,0
36,36,Mark Ingram RB - NO View Video,ATL,0.0,0.0,0.0,74.0,1.0,11.0,0.0,0,0,0.0,14.5,1.1,0,0
37,37,Arian Foster RB - HOU P View News View Video,@JAC,0.0,0.0,0.0,62.0,1.0,18.0,0.0,0,0,0.0,14.0,1.8,0,0
38,38,Marshawn Lynch RB - SEA Q View News View Video,CAR,0.0,0.0,0.0,66.0,1.0,13.0,0.0,0,0,0.0,13.9,1.3,0,0
39,39,Peyton Manning QB - DEN P,@CLE,250.0,2.0,2.0,-1.0,0.0,0.0,0.0,0,0,0.0,13.9,0.0,0,0
40,40,DeMarco Murray RB - PHI,NYG,0.0,0.0,0.0,65.0,1.0,14.0,0.0,0,0,0.0,13.9,1.4,0,0
41,41,Giovani Bernard RB - CIN,@BUF,0.0,0.0,0.0,50.0,1.0,28.0,0.0,0,0,0.0,13.8,2.8,0,0
42,42,Randall Cobb WR - GB P View News,SD,0.0,0.0,0.0,6.0,0.0,72.0,1.0,0,0,0.0,13.8,7.2,0,0
43,43,Matthew Stafford QB - DET View Videos,CHI,282.0,1.0,1.0,5.0,0.0,0.0,0.0,0,0,0.0,13.78,0.0,0,0
44,44,Keenan Allen WR - SD,@GB,0.0,0.0,0.0,0.0,0.0,77.0,1.0,0,0,0.0,13.7,7.7,0,0
45,45,Andre Ellington RB - ARI View Videos,@PIT,0.0,0.0,0.0,53.0,1.0,23.0,0.0,0,0,0.0,13.6,2.3,0,0
46,46,Ronnie Hillman RB - DEN,@CLE,0.0,0.0,0.0,52.0,1.0,24.0,0.0,0,0,0.0,13.6,2.4,0,0
47,47,Tyler Eifert TE - CIN View Videos,@BUF,0.0,0.0,0.0,0.0,0.0,73.0,1.0,0,0,0.0,13.3,7.3,0,0
48,48,Brandon Marshall WR - NYJ,WAS,0.0,0.0,0.0,0.0,0.0,73.0,1.0,0,0,0.0,13.3,7.3,0,0
49,49,Kirk Cousins QB - WAS View Videos,@NYJ,170.0,2.0,1.0,4.0,0.0,0.0,0.0,0,0,0.0,13.2,0.0,0,0
50,50,Eric Decker WR - NYJ P,WAS,0.0,0.0,0.0,0.0,0.0,71.0,1.0,0,0,0.0,13.1,7.1,0,0
51,51,Julian Edelman WR - NE View Videos,@IND,0.0,0.0,0.0,2.0,0.0,68.0,1.0,0,0,0.0,13.0,6.8,0,0
52,52,Chris Ivory RB - NYJ P,WAS,0.0,0.0,0.0,60.0,1.0,10.0,0.0,0,0,0.0,13.0,1.0,0,0
53,53,A.J. Green WR - CIN,@BUF,0.0,0.0,0.0,1.0,0.0,68.0,1.0,0,0,0.0,12.9,6.8,0,0
54,54,Cam Newton QB - CAR,@SEA,195.0,1.0,1.0,31.0,0.0,0.0,0.0,0,0,0.0,12.9,0.0,0,0
55,55,Mike Vick QB - PIT View Videos,ARI,177.0,1.0,1.0,38.0,0.0,0.0,0.0,0,0,0.0,12.88,0.0,0,0
56,56,Brandin Cooks WR - NO View Videos,ATL,0.0,0.0,0.0,7.0,0.0,61.0,1.0,0,0,0.0,12.8,6.1,0,0
57,57,Martellus Bennett TE - CHI Q,@DET,0.0,0.0,0.0,0.0,0.0,67.0,1.0,0,0,0.0,12.7,6.7,0,0
58,58,Larry Fitzgerald WR - ARI View Videos,@PIT,0.0,0.0,0.0,0.0,0.0,67.0,1.0,0,0,0.0,12.7,6.7,0,0
59,59,Frank Gore RB - IND View Videos,NE,0.0,0.0,0.0,55.0,1.0,12.0,0.0,0,0,0.0,12.7,1.2,0,0
60,60,Mike Wallace WR - MIN P View News,KC,0.0,0.0,0.0,2.0,0.0,65.0,1.0,0,0,0.0,12.7,6.5,0,0
61,61,Gary Barnidge TE - CLE View Video,DEN,0.0,0.0,0.0,0.0,0.0,65.0,1.0,0,0,0.0,12.5,6.5,0,0
62,62,Melvin Gordon RB - SD,@GB,0.0,0.0,0.0,57.0,1.0,8.0,0.0,0,0,0.0,12.5,0.8,0,0
63,63,Jimmy Graham TE - SEA View Video,CAR,0.0,0.0,0.0,0.0,0.0,65.0,1.0,0,0,0.0,12.5,6.5,0,0
64,64,Allen Hurns WR - JAC P View Videos,HOU,0.0,0.0,0.0,0.0,0.0,64.0,1.0,0,0,0.0,12.4,6.4,0,0
65,65,James Jones WR - GB P View News View Video,SD,0.0,0.0,0.0,0.0,0.0,63.0,1.0,0,0,0.0,12.3,6.3,0,0
66,66,Delanie Walker TE - TEN,MIA,0.0,0.0,0.0,0.0,0.0,63.0,1.0,0,0,0.0,12.3,6.3,0,0
67,67,Jeremy Maclin WR - KC,@MIN,0.0,0.0,0.0,0.0,0.0,62.0,1.0,0,0,0.0,12.2,6.2,0,0
68,68,C.J. Spiller RB - NO,ATL,0.0,0.0,0.0,40.0,1.0,22.0,0.0,0,0,0.0,12.2,2.2,0,0
69,69,T.J. Yeldon RB - JAC Q View Videos,HOU,0.0,0.0,0.0,67.0,1.0,15.0,0.0,0,0,1.0,12.2,1.5,0,0
70,70,Allen Robinson WR - JAC,HOU,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0,0,0.0,12.0,6.0,0,0
71,71,Anquan Boldin WR - SF View Videos,BAL,0.0,0.0,0.0,0.0,0.0,58.0,1.0,0,0,0.0,11.8,5.8,0,0
72,72,Larry Donnell TE - NYG View Videos,@PHI,0.0,0.0,0.0,0.0,0.0,58.0,1.0,0,0,0.0,11.8,5.8,0,0
73,73,Jarvis Landry WR - MIA,@TEN,0.0,0.0,0.0,2.0,0.0,56.0,1.0,0,0,0.0,11.8,5.6,0,0
74,74,Travis Benjamin WR - CLE View Video,DEN,0.0,0.0,0.0,2.0,0.0,55.0,1.0,0,0,0.0,11.7,5.5,0,0
75,75,Pierre Garcon WR - WAS P,@NYJ,0.0,0.0,0.0,0.0,0.0,57.0,1.0,0,0,0.0,11.7,5.7,0,0
76,76,Isaiah Crowell RB - CLE Q View News,DEN,0.0,0.0,0.0,47.0,1.0,8.0,0.0,0,0,0.0,11.5,0.8,0,0
77,77,Carlos Hyde RB - SF Q View News View Video,BAL,0.0,0.0,0.0,46.0,1.0,7.0,0.0,0,0,0.0,11.3,0.7,0,0
78,78,Tyrod Taylor QB - BUF Q View Videos,CIN,171.0,1.0,1.0,24.0,0.0,0.0,0.0,0,0,0.0,11.24,0.0,0,0
79,79,Antonio Andrews RB - TEN,MIA,0.0,0.0,0.0,38.0,1.0,14.0,0.0,0,0,0.0,11.2,1.4,0,0
80,80,LeGarrette Blount RB - NE View Videos,@IND,0.0,0.0,0.0,50.0,1.0,2.0,0.0,0,0,0.0,11.2,0.2,0,0
81,81,Travis Kelce TE - KC P,@MIN,0.0,0.0,0.0,0.0,0.0,52.0,1.0,0,0,0.0,11.2,5.2,0,0
82,82,Shane Vereen RB - NYG,@PHI,0.0,0.0,0.0,24.0,1.0,28.0,0.0,0,0,0.0,11.2,2.8,0,0
83,83,Rueben Randle WR - NYG P View News,@PHI,0.0,0.0,0.0,0.0,0.0,51.0,1.0,0,0,0.0,11.1,5.1,0,0
84,84,Donte Moncrief WR - IND View Videos,NE,0.0,0.0,0.0,3.0,0.0,47.0,1.0,0,0,0.0,11.0,4.7,0,0
85,85,Danny Woodhead RB - SD,@GB,0.0,0.0,0.0,25.0,1.0,25.0,0.0,0,0,0.0,11.0,2.5,0,0
86,86,Richard Rodgers TE - GB View Video,SD,0.0,0.0,0.0,0.0,0.0,49.0,1.0,0,0,0.0,10.9,4.9,0,0
87,87,Steve Smith WR - BAL Q View News View Videos,@SF,0.0,0.0,0.0,0.0,0.0,49.0,1.0,0,0,0.0,10.9,4.9,0,0
88,88,Julius Thomas TE - JAC P View Video,HOU,0.0,0.0,0.0,0.0,0.0,49.0,1.0,0,0,0.0,10.9,4.9,0,0
89,89,Knile Davis RB - KC View Video,@MIN,0.0,0.0,0.0,35.0,1.0,13.0,0.0,0,0,0.0,10.8,1.3,0,0
90,90,Rishard Matthews WR - MIA View Video,@TEN,0.0,0.0,0.0,0.0,0.0,47.0,1.0,0,0,0.0,10.7,4.7,0,0
91,91,Colin Kaepernick QB - SF View Video,BAL,186.0,1.0,2.0,31.0,0.0,0.0,0.0,0,0,0.0,10.54,0.0,0,0
92,92,Greg Olsen TE - CAR View Videos,@SEA,0.0,0.0,0.0,0.0,0.0,45.0,1.0,0,0,0.0,10.5,4.5,0,0
93,93,John Brown WR - ARI P,@PIT,0.0,0.0,0.0,0.0,0.0,44.0,1.0,0,0,0.0,10.4,4.4,0,0
94,94,DeSean Jackson WR - WAS Q View Videos,@NYJ,0.0,0.0,0.0,1.0,0.0,43.0,1.0,0,0,0.0,10.4,4.3,0,0
95,95,Davante Adams WR - GB Q View News,SD,0.0,0.0,0.0,0.0,0.0,43.0,1.0,0,0,0.0,10.3,4.3,0,0
96,96,Ryan Mallett QB - HOU View Videos,@JAC,194.0,1.0,1.0,5.0,0.0,0.0,0.0,0,0,0.0,10.26,0.0,0,0
97,97,Jeremy Hill RB - CIN View Videos,@BUF,0.0,0.0,0.0,85.0,0.0,16.0,0.0,0,0,0.0,10.1,1.6,0,0
98,98,Charles Clay TE - BUF P View Video,CIN,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0,0,0.0,10.0,4.0,0,0
99,99,Ladarius Green TE - SD,@GB,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0,0,0.0,10.0,4.0,0,0
100,100,Rashad Jennings RB - NYG,@PHI,0.0,0.0,0.0,30.0,1.0,10.0,0.0,0,0,0.0,10.0,1.0,0,0
101,101,T.Y. Hilton WR - IND P View News View Videos,NE,0.0,0.0,0.0,3.0,0.0,95.0,0.0,0,0,0.0,9.8,9.5,0,0
102,102,Eddie Royal WR - CHI Q,@DET,0.0,0.0,0.0,0.0,0.0,37.0,1.0,0,0,0.0,9.7,3.7,0,0
103,103,Matt Jones RB - WAS Q,@NYJ,0.0,0.0,0.0,42.0,1.0,9.0,0.0,0,0,1.0,9.1,0.9,0,0
104,104,Owen Daniels TE - DEN P View Video,@CLE,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0,0,0.0,9.0,3.0,0,0
105,105,Antonio Gates TE - SD,@GB,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0,0,0.0,8.9,2.9,0,0
106,106,Ryan Mathews RB - PHI Q View News View Videos,NYG,0.0,0.0,0.0,61.0,0.0,16.0,0.0,0,0,0.0,7.7,1.6,0,0
107,107,Calvin Johnson WR - DET View Video,CHI,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0,0,0.0,7.6,7.6,0,0
108,108,Willie Snead WR - NO View Videos,ATL,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0,0,0.0,7.3,7.3,0,0
109,109,Darren Sproles RB - PHI,NYG,0.0,0.0,0.0,32.0,0.0,41.0,0.0,0,0,0.0,7.3,4.1,0,0
110,110,Lamar Miller RB - MIA View Videos,@TEN,0.0,0.0,0.0,57.0,0.0,11.0,0.0,0,0,0.0,6.8,1.1,0,0
111,111,Jordan Matthews WR - PHI,NYG,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0,0,0.0,6.3,6.3,0,0
112,112,Golden Tate WR - DET P View News,CHI,0.0,0.0,0.0,2.0,0.0,61.0,0.0,0,0,0.0,6.3,6.1,0,0
113,113,Jordan Cameron TE - MIA,@TEN,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0,0,0.0,6.1,6.1,0,0
114,114,Duke Johnson RB - CLE View Videos,DEN,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0,0,0.0,6.0,3.0,0,0
115,115,Dexter McCluster RB - TEN,MIA,0.0,0.0,0.0,34.0,0.0,26.0,0.0,0,0,0.0,6.0,2.6,0,0
116,116,Percy Harvin WR - BUF Q View Videos,CIN,0.0,0.0,0.0,8.0,0.0,50.0,0.0,0,0,0.0,5.8,5.0,0,0
117,117,Ty Montgomery WR - GB,SD,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0,0,0.0,5.8,5.8,0,0
118,118,Kyle Rudolph TE - MIN View Videos,KC,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0,0,0.0,5.8,5.8,0,0
119,119,Chris Johnson RB - ARI View Videos,@PIT,0.0,0.0,0.0,42.0,0.0,13.0,0.0,0,0,0.0,5.5,1.3,0,0
120,120,Jamison Crowder WR - WAS,@NYJ,0.0,0.0,0.0,3.0,0.0,51.0,0.0,0,0,0.0,5.4,5.1,0,0
121,121,Zach Ertz TE - PHI,NYG,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,0,0.0,5.4,5.4,0,0
122,122,Heath Miller TE - PIT View Videos,ARI,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,0,0.0,5.4,5.4,0,0
123,123,David Johnson RB - ARI View Videos,@PIT,0.0,0.0,0.0,35.0,0.0,18.0,0.0,0,0,0.0,5.3,1.8,0,0
124,124,Mohamed Sanu WR - CIN,@BUF,0.0,0.0,0.0,3.0,0.0,50.0,0.0,0,0,0.0,5.3,5.0,0,0
125,125,Jermaine Kearse WR - SEA,CAR,0.0,0.0,0.0,2.0,0.0,49.0,0.0,0,0,0.0,5.1,4.9,0,0
126,126,De'Anthony Thomas RB - KC,@MIN,0.0,0.0,0.0,25.0,0.0,26.0,0.0,0,0,0.0,5.1,2.6,0,0
127,127,Sammy Watkins WR - BUF Q View Videos,CIN,0.0,0.0,0.0,2.0,0.0,49.0,0.0,0,0,0.0,5.1,4.9,0,0
128,128,Kendall Wright WR - TEN,MIA,0.0,0.0,0.0,3.0,0.0,46.0,0.0,0,0,0.0,4.9,4.6,0,0
129,129,Bilal Powell RB - NYJ Q View News,WAS,0.0,0.0,0.0,30.0,0.0,18.0,0.0,0,0,0.0,4.8,1.8,0,0
130,130,Harry Douglas WR - TEN,MIA,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0,0,0.0,4.7,4.7,0,0
131,131,Darrius Heyward-Bey WR - PIT View Videos,ARI,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0,0,0.0,4.7,4.7,0,0
132,132,Bishop Sankey RB - TEN,MIA,0.0,0.0,0.0,39.0,0.0,8.0,0.0,0,0,0.0,4.7,0.8,0,0
133,133,Cecil Shorts WR - HOU P View News,@JAC,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0,0,0.0,4.7,4.7,0,0
134,134,Charcandrick West RB - KC,@MIN,0.0,0.0,0.0,38.0,0.0,9.0,0.0,0,0,0.0,4.7,0.9,0,0
135,135,Alfred Morris RB - WAS,@NYJ,0.0,0.0,0.0,41.0,0.0,5.0,0.0,0,0,0.0,4.6,0.5,0,0
136,136,Jeremy Kerley WR - NYJ,WAS,0.0,0.0,0.0,2.0,0.0,43.0,0.0,0,0,0.0,4.5,4.3,0,0
137,137,Denard Robinson RB - JAC P,HOU,0.0,0.0,0.0,36.0,0.0,9.0,0.0,0,0,0.0,4.5,0.9,0,0
138,138,Ted Ginn WR - CAR,@SEA,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0,0,0.0,4.4,4.4,0,0
139,139,Doug Baldwin WR - SEA,CAR,0.0,0.0,0.0,1.0,0.0,42.0,0.0,0,0,0.0,4.3,4.2,0,0
140,140,Malcom Floyd WR - SD View Videos,@GB,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0,0,0.0,4.3,4.3,0,0
141,141,C.J. Anderson RB - DEN View Videos,@CLE,0.0,0.0,0.0,33.0,0.0,9.0,0.0,0,0,0.0,4.2,0.9,0,0
142,142,Joique Bell RB - DET Q View News,CHI,0.0,0.0,0.0,32.0,0.0,10.0,0.0,0,0,0.0,4.2,1.0,0,0
143,143,Martavis Bryant WR - PIT View Videos,ARI,0.0,0.0,0.0,2.0,0.0,40.0,0.0,0,0,0.0,4.2,4.0,0,0
144,144,Fozzy Whittaker RB - CAR,@SEA,0.0,0.0,0.0,29.0,0.0,13.0,0.0,0,0,0.0,4.2,1.3,0,0
145,145,Marvin Jones WR - CIN P View News,@BUF,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0,0,0.0,4.1,4.1,0,0
146,146,Michael Floyd WR - ARI,@PIT,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0,0,0.0,4.0,4.0,0,0
147,147,Andrew Hawkins WR - CLE,DEN,0.0,0.0,0.0,1.0,0.0,39.0,0.0,0,0,0.0,4.0,3.9,0,0
148,148,Jarius Wright WR - MIN P View News,KC,0.0,0.0,0.0,6.0,0.0,34.0,0.0,0,0,0.0,4.0,3.4,0,0
149,149,Ameer Abdullah RB - DET,CHI,0.0,0.0,0.0,28.0,0.0,11.0,0.0,0,0,0.0,3.9,1.1,0,0
150,150,Leonard Hankerson WR - ATL,@NO,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0,0,0.0,3.9,3.9,0,0
151,151,Thomas Rawls RB - SEA View Videos,CAR,0.0,0.0,0.0,38.0,0.0,1.0,0.0,0,0,0.0,3.9,0.1,0,0
152,152,Jaelen Strong WR - HOU Q View News View Videos,@JAC,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0,0,0.0,3.9,3.9,0,0
153,153,Danny Amendola WR - NE,@IND,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0,0,0.0,3.8,3.8,0,0
154,154,Theo Riddick RB - DET Q View News View Video,CHI,0.0,0.0,0.0,21.0,0.0,17.0,0.0,0,0,0.0,3.8,1.7,0,0
155,155,Kenny Stills WR - MIA,@TEN,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0,0,0.0,3.8,3.8,0,0
156,156,Chris Givens WR - BAL Q View News,@SF,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0,0,0.0,3.7,3.7,0,0
157,157,Jeremy Langford RB - CHI,@DET,0.0,0.0,0.0,23.0,0.0,14.0,0.0,0,0,0.0,3.7,1.4,0,0
158,158,Chris Polk RB - HOU P,@JAC,0.0,0.0,0.0,26.0,0.0,11.0,0.0,0,0,0.0,3.7,1.1,0,0
159,159,Robert Woods WR - BUF,CIN,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0,0,0.0,3.7,3.7,0,0
160,160,Scott Chandler TE - NE,@IND,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0,0,0.0,3.6,3.6,0,0
161,161,Dwayne Harris WR - NYG,@PHI,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0,0,0.0,3.6,3.6,0,0
162,162,Marlon Brown WR - BAL,@SF,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0,0,0.0,3.5,3.5,0,0
163,163,Stefon Diggs WR - MIN,KC,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0,0,0.0,3.5,3.5,0,0
164,164,Charles Johnson WR - MIN Q View News,KC,0.0,0.0,0.0,1.0,0.0,34.0,0.0,0,0,0.0,3.5,3.4,0,0
165,165,Cordarrelle Patterson WR - MIN,KC,0.0,0.0,0.0,11.0,0.0,24.0,0.0,0,0,0.0,3.5,2.4,0,0
166,166,Brandon Coleman WR - NO,ATL,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0,0,0.0,3.4,3.4,0,0
167,167,Vernon Davis TE - SF Q View News,BAL,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0,0,0.0,3.4,3.4,0,0
168,168,Greg Jennings WR - MIA,@TEN,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0,0,0.0,3.4,3.4,0,0
169,169,Jacoby Jones WR - SD,@GB,0.0,0.0,0.0,2.0,0.0,32.0,0.0,0,0,0.0,3.4,3.2,0,0
170,170,Josh Huff WR - PHI,NYG,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0,0,0.0,3.3,3.3,0,0
171,171,Corey Brown WR - CAR,@SEA,0.0,0.0,0.0,4.0,0.0,28.0,0.0,0,0,0.0,3.2,2.8,0,0
172,172,Marcedes Lewis TE - JAC,HOU,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0,0,0.0,3.2,3.2,0,0
173,173,Maxx Williams TE - BAL,@SF,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0,0,0.0,3.2,3.2,0,0
174,174,Timothy Wright TE - DET,CHI,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0,0,0.0,3.2,3.2,0,0
175,175,Torrey Smith WR - SF View Video,BAL,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0,0,0.0,3.1,3.1,0,0
176,176,Javorius Allen RB - BAL,@SF,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0,0,0.0,3.0,1.0,0,0
177,177,Dri Archer RB - PIT,ARI,0.0,0.0,0.0,17.0,0.0,13.0,0.0,0,0,0.0,3.0,1.3,0,0
178,178,Alfred Blue RB - HOU Q View News,@JAC,0.0,0.0,0.0,25.0,0.0,5.0,0.0,0,0,0.0,3.0,0.5,0,0
179,179,Coby Fleener TE - IND,NE,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0,0,0.0,2.9,2.9,0,0
180,180,Steve Johnson WR - SD D,@GB,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0,0,0.0,2.9,2.9,0,0
181,181,Andre Roberts WR - WAS Q View News,@NYJ,0.0,0.0,0.0,1.0,0.0,28.0,0.0,0,0,0.0,2.9,2.8,0,0
182,182,Andre Williams RB - NYG,@PHI,0.0,0.0,0.0,25.0,0.0,4.0,0.0,0,0,0.0,2.9,0.4,0,0
183,183,Andre Caldwell WR - DEN,@CLE,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0,0,0.0,2.8,2.8,0,0
184,184,Jeff Cumberland TE - NYJ P View News,WAS,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0,0,0.0,2.8,2.8,0,0
185,185,Garrett Graham TE - HOU,@JAC,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0,0,0.0,2.8,2.8,0,0
186,186,Jonas Gray RB - MIA,@TEN,0.0,0.0,0.0,26.0,0.0,2.0,0.0,0,0,0.0,2.8,0.2,0,0
187,187,Dorial Green-Beckham WR - TEN,MIA,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0,0,0.0,2.8,2.8,0,0
188,188,DeAngelo Williams RB - PIT,ARI,0.0,0.0,0.0,25.0,0.0,3.0,0.0,0,0,0.0,2.8,0.3,0,0
