,Unnamed: 0,player,nfl,dk_name
51,51,C.J. Spiller,15.5,C.J. Spiller
52,52,Mike Wallace,19.6,Mike Wallace
53,53,Brandin Cooks,18.8,Brandin Cooks
54,54,Doug Martin,13.6,Doug Martin
55,55,Martellus Bennett,19.2,Martellus Bennett
56,56,Martavis Bryant,18.9,Martavis Bryant
57,57,Delanie Walker,19.2,Delanie Walker
58,58,Gary Barnidge,19.0,Gary Barnidge
59,59,Jameis Winston,14.48,Jameis Winston
60,60,James Jones,18.8,James Jones
61,61,Allen Hurns,18.6,Allen Hurns
62,62,Lamar Miller,13.4,Lamar Miller
63,63,Latavius Murray,13.1,Latavius Murray
64,64,Greg Olsen,18.6,Greg Olsen
65,65,Mark Ingram,12.9,Mark Ingram
66,66,Duke Johnson,15.2,Duke Johnson Jr.
67,67,Allen Robinson,18.0,Allen Robinson
68,68,Jason Witten,18.0,Jason Witten
69,69,Anquan Boldin,17.8,Anquan Boldin
70,70,Marvin Jones,17.6,Marvin Jones
71,71,Brandon LaFell,17.4,Brandon LaFell
72,72,Marques Colston,17.4,Marques Colston
73,73,Pierre Garcon,17.4,Pierre Garcon
74,74,Austin Seferian-Jenkins,17.4,Austin Seferian-Jenkins
75,75,Travis Benjamin,17.0,Travis Benjamin
76,76,Jarvis Landry,16.8,Jarvis Landry
77,77,Geno Smith,12.48,Geno Smith
78,78,Jeremy Hill,13.1,Jeremy Hill
79,79,Jordan Reed,16.8,Jordan Reed
80,80,Antonio Andrews,12.7,Antonio Andrews
81,81,Michael Crabtree,16.6,Michael Crabtree
82,82,Shane Vereen,14.0,Shane Vereen
83,83,Tyrod Taylor,12.16,Tyrod Taylor
84,84,LeGarrette Blount,11.3,LeGarrette Blount
85,85,Frank Gore,11.9,Frank Gore
86,86,Rueben Randle,16.0,Rueben Randle
87,87,Richard Rodgers,16.0,Richard Rodgers
88,88,Sammy Watkins,15.8,Sammy Watkins
89,89,Julius Thomas,15.8,Julius Thomas
90,90,Donte Moncrief,15.3,Donte Moncrief
91,91,Jacob Tamme,15.4,Jacob Tamme
92,92,Rishard Matthews,15.0,Rishard Matthews
93,93,Davante Adams,14.8,Davante Adams
94,94,Ladarius Green,14.6,Ladarius Green
95,95,Antonio Gates,14.4,Antonio Gates
96,96,Charles Clay,13.8,Charles Clay
97,97,T.Y. Hilton,18.7,T.Y. Hilton
98,98,Kirk Cousins,10.28,Kirk Cousins
99,99,Matt Jones,11.1,Matt Jones
100,100,Owen Daniels,12.2,Owen Daniels
101,101,Steve Johnson,12.2,Stevie Johnson
102,102,Sam Bradford,9.36,Sam Bradford
103,103,Jonathan Stewart,8.9,Jonathan Stewart
104,104,Malcom Floyd,15.0,Malcom Floyd
105,105,Ryan Mathews,9.0,Ryan Mathews
106,106,Darren Sproles,11.1,Darren Sproles
107,107,DeAngelo Williams,7.2,DeAngelo Williams
108,108,Dexter McCluster,9.0,Dexter McCluster
109,109,Willie Snead,12.4,Willie Snead
110,110,Ryan Fitzpatrick,7.16,Ryan Fitzpatrick
111,111,Jordan Matthews,12.2,Jordan Matthews
112,112,Kyle Rudolph,11.8,Kyle Rudolph
113,113,Isaiah Crowell,6.6,Isaiah Crowell
114,114,Charles Sims,7.3,Charles Sims
115,115,Jamison Crowder,10.5,Jamison Crowder
116,116,Heath Miller,10.8,Heath Miller
117,117,Zach Ertz,10.6,Zach Ertz
118,118,Tavon Austin,7.9,Tavon Austin
119,119,Jordan Cameron,10.2,Jordan Cameron
120,120,Harry Douglas,10.0,Harry Douglas
121,121,Marqise Lee,9.7,Marqise Lee
122,122,Darrius Heyward-Bey,9.4,Darrius Heyward-Bey
123,123,Alfred Morris,5.2,Alfred Morris
124,124,Bilal Powell,6.4,Bilal Powell
125,125,Mohamed Sanu,9.1,Mohamed Sanu
126,126,Ted Ginn,9.0,Ted Ginn Jr.
127,127,Fozzy Whittaker,5.9,Fozzy Whittaker
128,128,DeSean Jackson,8.7,DeSean Jackson
129,129,Jeremy Kerley,8.6,Jeremy Kerley
130,130,Denard Robinson,5.3,Denard Robinson
131,131,Jared Cook,8.4,Jared Cook
132,132,C.J. Anderson,5.0,C.J. Anderson
133,133,Zac Stacy,5.3,Zac Stacy
134,134,Jarius Wright,7.6,Jarius Wright
135,135,James White,6.2,James White
136,136,Danny Amendola,7.6,Danny Amendola
137,137,Christine Michael,4.1,Christine Michael
138,138,Terrance Williams,7.6,Terrance Williams
139,139,Scott Chandler,7.4,Scott Chandler
140,140,Melvin Gordon,4.2,Melvin Gordon
141,141,Roy Helu,5.6,Roy Helu Jr.
142,142,Ty Montgomery,7.4,Ty Montgomery
143,143,Kenny Britt,7.1,Kenny Britt
144,144,Charles Johnson,7.1,Charles Johnson
145,145,Kenny Stills,7.2,Kenny Stills
146,146,Robert Woods,7.2,Robert Woods
147,147,Cordarrelle Patterson,5.9,Cordarrelle Patterson
148,148,Stevan Ridley,3.9,Stevan Ridley
149,149,Brandon Coleman,6.8,Brandon Coleman
150,150,Vernon Davis,6.8,Vernon Davis
151,151,Tre Mason,4.1,Tre Mason
152,152,Bobby Rainey,5.0,Bobby Rainey
153,153,Clay Harbor,6.6,Clay Harbor
154,154,Josh Huff,6.6,Josh Huff
155,155,Greg Jennings,6.6,Greg Jennings
156,156,Corey Brown,6.0,Corey Brown
157,157,Benny Cunningham,5.1,Benny Cunningham
158,158,Marcedes Lewis,6.4,Marcedes Lewis
159,159,Brian Quick,6.4,Brian Quick
160,160,Torrey Smith,6.2,Torrey Smith
161,161,Rashad Jennings,3.7,Rashad Jennings
162,162,Mychal Rivera,6.0,Mychal Rivera
163,163,Andre Roberts,5.9,Andre Roberts
164,164,Andre Caldwell,5.8,Andre Caldwell
165,165,Dorial Green-Beckham,5.8,Dorial Green-Beckham
166,166,Justin Hunter,5.8,Justin Hunter
167,167,Andre Williams,3.3,Andre Williams
168,168,Coby Fleener,5.6,Coby Fleener
169,169,Robert Turbin,4.0,Robert Turbin
170,170,Stedman Bailey,5.2,Stedman Bailey
171,171,Jeff Cumberland,5.4,Jeff Cumberland
172,172,Mike Tolbert,4.1,Mike Tolbert
173,173,Aaron Dobson,5.2,Aaron Dobson
174,174,Devin Funchess,5.2,Devin Funchess
175,175,Toby Gerhart,3.4,Toby Gerhart
176,176,Dwayne Allen,5.0,Dwayne Allen
177,177,Matt Asiata,3.2,Matt Asiata
178,178,Gavin Escobar,5.0,Gavin Escobar
179,179,Jonas Gray,2.7,Jonas Gray
180,180,Nelson Agholor,4.8,Nelson Agholor
181,181,Cole Beasley,4.8,Cole Beasley
182,182,Ka'Deem Carey,3.1,Ka'Deem Carey
183,183,Dan Herron,3.1,Daniel Herron
184,184,Andre Johnson,4.8,Andre Johnson
185,185,Brandon Bolden,2.9,Brandon Bolden
186,186,Anthony Fasano,4.6,Anthony Fasano
187,187,Jerricho Cotchery,4.4,Jerricho Cotchery
188,188,Virgil Green,4.4,Virgil Green
189,189,Jerick McKinnon,3.0,Jerick McKinnon
190,190,Bryan Walters,4.4,Bryan Walters
191,191,Roddy White,4.2,Roddy White
192,192,Marquess Wilson,4.2,Marquess Wilson
193,193,Tevin Coleman,2.2,Tevin Coleman
194,194,Chris Thompson,3.1,Chris Thompson
195,195,Ed Dickson,3.8,Ed Dickson
196,196,James Starks,2.4,James Starks
197,197,Terron Ward,2.6,Terron Ward
198,198,Markus Wheaton,3.7,Markus Wheaton
199,199,Taylor Gabriel,3.6,Taylor Gabriel
200,200,Josh Robinson,2.0,Josh Robinson
201,201,Rod Streater,3.6,Rod Streater
202,202,Kevin White,3.6,NaN
203,203,Jay Ajayi,2.5,NaN
204,204,Dontrelle Inman,3.4,Dontrelle Inman
205,205,Colt McCoy,1.66,Colt McCoy
206,206,Cameron Artis-Payne,2.0,Cameron Artis-Payne
207,207,Riley Cooper,3.2,Riley Cooper
208,208,Orleans Darkwa,1.7,Orleans Darkwa
209,209,Chris Gragg,3.2,Chris Gragg
210,210,Andre Holmes,3.2,Andre Holmes
211,211,Devin Smith,3.2,Devin Smith
212,212,Benjamin Watson,3.2,Benjamin Watson
213,213,Miles Austin,3.0,Miles Austin
214,214,Bruce Ellington,2.9,Bruce Ellington
215,215,Bishop Sankey,1.8,Bishop Sankey
216,216,Dwayne Harris,2.8,Dwayne Harris
217,217,Chris Hogan,2.8,Chris Hogan
218,218,Damien Williams,1.9,Damien Williams
219,219,Derek Carrier,2.6,Derek Carrier
220,220,Brent Celek,2.6,Brent Celek
221,221,Garrett Celek,2.6,Garrett Celek
222,222,Karlos Williams,1.4,Karlos Williams
223,223,Brandon Myers,2.4,Brandon Myers
224,224,Marcel Reece,1.6,Marcel Reece
225,225,Jeff Janis,1.8,Jeff Janis
226,226,Sammie Coates,1.6,Sammie Coates
227,227,Chase Ford,1.6,Chase Ford
228,228,Justin Hardy,1.6,Justin Hardy
229,229,Cody Latimer,1.6,Cody Latimer
230,230,Dwayne Bowe,1.4,Dwayne Bowe
231,231,Josh Hill,1.4,Josh Hill
232,232,Lance Kendricks,1.4,Lance Kendricks
233,233,Tyler Kroft,1.4,Tyler Kroft
234,234,MyCole Pruitt,1.4,MyCole Pruitt
235,235,Dion Sims,1.4,Dion Sims
236,236,Clive Walford,1.4,Clive Walford
237,237,Kennard Backman,1.2,Kennard Backman
238,238,Jake Stoneburner,1.2,Jake Stoneburner
239,239,Juwan Thompson,0.7,Juwan Thompson
240,240,Anthony Dixon,0.6,NaN
241,241,Bernard Pierce,0.6,Bernard Pierce
242,242,John Kuhn,0.5,John Kuhn
