,Unnamed: 0,player,espn,dk_name
54,57,Antonio Brown,16.1,Antonio Brown
55,58,Carlos Hyde,11.57,Carlos Hyde
56,59,Jordan Matthews,15.78,Jordan Matthews
57,61,T.Y. Hilton,15.58,T.Y. Hilton
58,62,Chris Johnson,10.96,Chris Johnson
59,63,Rashad Jennings,12.09,Rashad Jennings
60,64,Greg Olsen,15.37,Greg Olsen
61,65,Dion Lewis,14.66,Dion Lewis
62,68,Jeremy Maclin,15.7,Jeremy Maclin
63,69,Alfred Morris,11.41,Alfred Morris
64,70,John Brown,14.81,John Brown
65,72,Steve Smith Sr.,13.87,Steve Smith Sr.
66,73,Jarvis Landry,15.3,Jarvis Landry
67,76,Jonathan Stewart,10.63,Jonathan Stewart
68,85,Donte Moncrief,13.21,Donte Moncrief
69,86,Eric Decker,13.32,Eric Decker
70,88,Danny Woodhead,12.25,Danny Woodhead
71,89,Travis Benjamin,13.03,Travis Benjamin
72,97,Mike Evans,13.3,Mike Evans
73,100,Michael Crabtree,13.52,Michael Crabtree
74,102,Golden Tate,13.2,Golden Tate
75,105,Melvin Gordon,10.31,Melvin Gordon
76,107,Jimmy Graham,12.48,Jimmy Graham
77,108,Allen Hurns,12.64,Allen Hurns
78,109,Amari Cooper,12.65,Amari Cooper
79,110,Brandin Cooks,13.28,Brandin Cooks
80,111,T.J. Yeldon,11.69,T.J. Yeldon
81,112,Vincent Jackson,11.74,Vincent Jackson
82,113,Michael Floyd,10.78,Michael Floyd
83,120,Pierre Garcon,11.26,Pierre Garcon
84,125,Rishard Matthews,11.16,Rishard Matthews
85,128,LeGarrette Blount,8.95,LeGarrette Blount
86,129,Delanie Walker,12.33,Delanie Walker
87,130,Julius Thomas,12.04,Julius Thomas
88,131,Joseph Randle,9.11,Joseph Randle
89,133,Antonio Gates,11.68,Antonio Gates
90,134,Ameer Abdullah,10.55,Ameer Abdullah
91,135,Kendall Wright,11.91,Kendall Wright
92,136,Jason Witten,11.27,Jason Witten
93,137,Travis Kelce,12.58,Travis Kelce
94,138,Mike Wallace,11.55,Mike Wallace
95,139,Rueben Randle,10.71,Rueben Randle
96,140,Kamar Aiken,10.71,Kamar Aiken
97,142,Shane Vereen,9.86,Shane Vereen
98,143,Antonio Andrews,8.83,Antonio Andrews
99,144,Ted Ginn Jr.,9.88,Ted Ginn Jr.
100,145,Martavis Bryant,10.46,Martavis Bryant
101,146,Anquan Boldin,12.01,Anquan Boldin
102,147,Jordan Cameron,11.08,Jordan Cameron
103,149,Doug Baldwin,10.06,Doug Baldwin
104,150,Willie Snead,11.48,Willie Snead
105,151,Tavon Austin,11.39,Tavon Austin
106,152,Dorial Green-Beckham,9.29,Dorial Green-Beckham
107,153,Jordan Reed,10.99,Jordan Reed
108,154,Nate Washington,10.49,Nate Washington
109,155,Malcom Floyd,9.4,Malcom Floyd
110,156,Duke Johnson Jr.,11.21,Duke Johnson Jr.
111,157,Leonard Hankerson,9.71,Leonard Hankerson
112,160,Charcandrick West,9.91,Charcandrick West
113,161,Stevie Johnson,10.01,Stevie Johnson
114,163,Jamison Crowder,10.56,Jamison Crowder
115,165,Terrance Williams,9.74,Terrance Williams
116,166,Danny Amendola,10.99,Danny Amendola
117,169,Gary Barnidge,9.83,Gary Barnidge
118,170,Charles Clay,10.61,Charles Clay
119,171,Justin Hunter,8.67,Justin Hunter
120,172,Eric Ebron,10.3,Eric Ebron
121,173,Benjamin Watson,9.52,Benjamin Watson
122,174,Riley Cooper,9.44,Riley Cooper
123,175,Jermaine Kearse,8.77,Jermaine Kearse
124,176,Dexter McCluster,8.05,Dexter McCluster
125,177,Lance Moore,8.8,Lance Moore
126,179,Bryan Walters,9.7,Bryan Walters
127,180,Robert Woods,8.3,Robert Woods
128,181,Coby Fleener,8.65,Coby Fleener
129,185,Marques Colston,9.37,Marques Colston
130,186,Andre Johnson,8.48,Andre Johnson
131,187,Stefon Diggs,9.69,Stefon Diggs
132,188,C.J. Spiller,10.01,C.J. Spiller
133,189,Larry Donnell,9.2,Larry Donnell
134,190,Joique Bell,6.84,Joique Bell
135,191,Jared Cook,8.1,Jared Cook
136,192,Torrey Smith,7.64,Torrey Smith
137,194,Charles Sims,8.88,Charles Sims
138,195,Tevin Coleman,5.75,Tevin Coleman
139,196,Zach Ertz,8.97,Zach Ertz
140,197,Ahmad Bradshaw,8.16,Ahmad Bradshaw
141,198,Crockett Gillmore,9.01,Crockett Gillmore
142,199,Kenny Britt,8.26,Kenny Britt
143,201,Kyle Rudolph,9.26,Kyle Rudolph
144,203,Roddy White,7.53,Roddy White
145,204,Darren McFadden,8.98,Darren McFadden
146,206,Buck Allen,5.94,NaN
147,207,Zac Stacy,8.06,Zac Stacy
148,208,Chris Hogan,7.66,Chris Hogan
149,209,Benjamin Cunningham,7.44,Benny Cunningham
150,210,Khiry Robinson,6.23,Khiry Robinson
151,211,Theo Riddick,10.25,Theo Riddick
152,212,Christine Michael,6.21,Christine Michael
153,213,David Johnson,7.1,David Johnson
154,214,Dwayne Harris,7.21,Dwayne Harris
155,215,Keshawn Martin,7.0,Keshawn Martin
156,216,Kenny Stills,7.5,Kenny Stills
157,217,Bishop Sankey,6.12,Bishop Sankey
158,218,Darren Sproles,7.94,Darren Sproles
159,219,Tyler Lockett,5.99,Tyler Lockett
160,220,Charles Johnson,6.78,Charles Johnson
161,221,Vernon Davis,7.64,Vernon Davis
162,222,Keith Mumphery,6.87,Keith Mumphery
163,223,Chris Conley,7.03,Chris Conley
164,224,Isaiah Crowell,6.5,Isaiah Crowell
165,225,Jerricho Cotchery,6.52,Jerricho Cotchery
166,226,Andrew Hawkins,6.98,Andrew Hawkins
167,228,Knile Davis,5.25,Knile Davis
168,229,Ladarius Green,6.3,Ladarius Green
169,230,Scott Chandler,5.53,Scott Chandler
170,232,Josh Huff,5.4,Josh Huff
171,233,Jacob Tamme,6.66,Jacob Tamme
172,234,Phillip Dorsett,5.44,Phillip Dorsett
173,235,Dion Sims,5.19,Dion Sims
174,236,Denarius Moore,6.28,Denarius Moore
175,237,Brian Quick,4.81,Brian Quick
176,238,Jeremy Ross,4.81,Jeremy Ross
177,239,Heath Miller,5.82,Heath Miller
178,240,Stedman Bailey,6.21,Stedman Bailey
179,241,Roy Helu,6.91,Roy Helu Jr.
180,242,Devin Smith,5.72,Devin Smith
181,243,Devin Funchess,5.95,Devin Funchess
182,244,Cole Beasley,6.88,Cole Beasley
183,245,Andre Williams,4.11,Andre Williams
184,247,Ryan Mathews,5.34,Ryan Mathews
185,248,Marlon Brown,5.46,Marlon Brown
186,249,Markus Wheaton,5.23,Markus Wheaton
187,250,Andre Roberts,4.1,Andre Roberts
188,251,Taylor Gabriel,5.46,Taylor Gabriel
189,252,Brandon Myers,5.29,Brandon Myers
190,253,Corey Brown,5.5,Corey Brown
191,254,Louis Murphy,4.81,Louis Murphy
192,255,Reggie Bush,7.04,Reggie Bush
193,256,Brian Hartline,4.87,Brian Hartline
194,257,Miles Austin,4.33,Miles Austin
195,258,Kyle Juszczyk,5.16,Kyle Juszczyk
196,259,Chris Owusu,4.24,Chris Owusu
197,260,Alfred Blue,3.81,Alfred Blue
198,261,Albert Wilson,5.4,Albert Wilson
199,262,Robert Turbin,3.74,Robert Turbin
200,263,Jermaine Gresham,4.83,Jermaine Gresham
201,264,Quinton Patton,4.45,Quinton Patton
202,265,Dwayne Allen,4.82,Dwayne Allen
203,266,Matt Asiata,3.69,Matt Asiata
204,267,Andre Ellington,5.0,Andre Ellington
205,268,Daniel Herron,4.79,Daniel Herron
206,269,Anthony Fasano,4.21,Anthony Fasano
207,270,Damien Williams,3.17,Damien Williams
208,271,Mike Tolbert,3.93,Mike Tolbert
209,272,Mychal Rivera,4.44,Mychal Rivera
210,273,Josh Hill,4.32,Josh Hill
211,274,Seth Roberts,4.86,Seth Roberts
212,275,Marcel Reece,4.65,Marcel Reece
213,276,Will Tye,3.65,Will Tye
214,277,Gavin Escobar,2.79,Gavin Escobar
215,278,Cory Harkey,3.37,Cory Harkey
216,279,Luke Willson,3.41,Luke Willson
217,280,Ryan Grant,3.64,Ryan Grant
218,281,Brice Butler,3.79,Brice Butler
219,282,Fred Jackson,4.31,Fred Jackson
220,283,DeVante Parker,2.75,DeVante Parker
221,284,Ed Dickson,4.15,Ed Dickson
222,285,Jarius Wright,3.73,Jarius Wright
223,286,Jeff Cumberland,2.77,Jeff Cumberland
224,288,Greg Jennings,2.74,Greg Jennings
225,289,Nick Boyle,2.74,Nick Boyle
226,290,Brandon Coleman,3.05,Brandon Coleman
227,291,Jerick McKinnon,1.88,Jerick McKinnon
228,292,Garrett Celek,3.58,Garrett Celek
229,293,Garrett Graham,3.75,Garrett Graham
230,294,Marcedes Lewis,2.55,Marcedes Lewis
231,295,Thomas Rawls,2.02,Thomas Rawls
232,296,Devin Street,2.62,Devin Street
233,297,DeAngelo Williams,2.03,DeAngelo Williams
234,298,Denard Robinson,3.26,Denard Robinson
235,299,Vance McDonald,2.16,Vance McDonald
236,300,Jaelen Strong,2.0,Jaelen Strong
237,301,De'Anthony Thomas,3.48,De'Anthony Thomas
238,302,Clive Walford,2.47,Clive Walford
239,303,Troy Niklas,1.85,Troy Niklas
240,304,Branden Oliver,2.28,Branden Oliver
241,305,Nick Williams,2.4,Nick Williams
242,306,Chris Matthews,2.1,Chris Matthews
243,307,Justice Cunningham,1.91,Justice Cunningham
244,308,Jonas Gray,1.65,Jonas Gray
245,309,Darrel Young,1.2,Darrel Young
246,310,Jack Doyle,1.68,Jack Doyle
247,311,J.J. Nelson,2.08,J.J. Nelson
248,313,Derek Carrier,1.88,Derek Carrier
249,314,Jamize Olawale,1.09,Jamize Olawale
250,315,Boobie Dixon,1.44,Boobie Dixon
251,316,Anthony Sherman,1.17,Anthony Sherman
252,317,Fozzy Whittaker,2.74,Fozzy Whittaker
253,318,Andre Holmes,1.96,Andre Holmes
254,319,Tre McBride,1.42,NaN
255,322,Toby Gerhart,2.36,Toby Gerhart
256,325,James O'Shaughnessy,1.56,James O'Shaughnessy
257,326,Chris Givens,1.65,Chris Givens
258,327,Chris Gragg,1.11,Chris Gragg
259,329,Geremy Davis,1.36,Geremy Davis
260,330,Darrius Heyward-Bey,1.13,Darrius Heyward-Bey
261,333,Rhett Ellison,1.5,Rhett Ellison
262,336,C.J. Fiedorowicz,1.51,C.J. Fiedorowicz
263,338,Kellen Davis,1.07,Kellen Davis
264,347,Demetrius Harris,1.07,Demetrius Harris
265,357,Jonathan Grimes,1.41,Jonathan Grimes
