,Unnamed: 0,player,espn,dk_name
275,350,Brandon Bolden,2.5,Brandon Bolden
276,351,C.J. Fiedorowicz,1.93,C.J. Fiedorowicz
277,352,Matt Asiata,3.24,Matt Asiata
278,353,Rashad Greene,2.44,Rashad Greene
279,354,Brandon Pettigrew,2.37,Brandon Pettigrew
280,355,Lee Smith,1.92,Lee Smith
281,356,Jim Dray,2.04,Jim Dray
282,359,Jeff Janis,2.04,Jeff Janis
283,360,Fozzy Whittaker,2.02,Fozzy Whittaker
284,362,Kenjon Barner,1.78,Kenjon Barner
285,363,Marlon Moore,1.14,Marlon Moore
286,364,Jack Doyle,1.83,Jack Doyle
287,367,Demetrius Harris,1.31,Demetrius Harris
288,368,Patrick DiMarco,1.88,Patrick DiMarco
289,370,Jerick McKinnon,2.74,Jerick McKinnon
290,371,Nick Boyle,1.74,Nick Boyle
291,373,Levine Toilolo,1.44,Levine Toilolo
292,374,Kellen Davis,1.04,Kellen Davis
293,376,Virgil Green,1.45,Virgil Green
294,379,Matthew Slater,1.14,Matthew Slater
295,380,MyCole Pruitt,1.86,MyCole Pruitt
296,383,Andre Caldwell,1.46,Andre Caldwell
297,384,Kevin Smith,1.39,Kevin Smith
298,387,Bruce Miller,1.12,Bruce Miller
299,391,Charles Johnson,1.17,Charles Johnson
300,400,Benjamin Cunningham,1.21,Benny Cunningham
