,Unnamed: 0,player,espn,dk_name
125,174,Antone Smith,6.79,Antone Smith
126,176,Bryan Walters,8.51,Bryan Walters
127,177,Ryan Mathews,7.69,Ryan Mathews
128,178,Dorial Green-Beckham,7.73,Dorial Green-Beckham
129,179,Shane Vereen,9.41,Shane Vereen
130,180,Dwayne Harris,8.35,Dwayne Harris
131,181,Chris Thompson,9.85,Chris Thompson
132,182,Karlos Williams,6.56,Karlos Williams
133,183,Matt Jones,7.27,Matt Jones
134,184,Isaiah Crowell,7.19,Isaiah Crowell
135,187,Mike Wallace,8.71,Mike Wallace
136,188,Vernon Davis,8.13,Vernon Davis
137,189,Corey Brown,6.81,Corey Brown
138,190,Pierre Thomas,6.5,NaN
139,191,Donteea Dye,6.41,Donteea Dye
140,192,Zac Stacy,6.4,Zac Stacy
141,193,Marquess Wilson,7.78,Marquess Wilson
142,194,Jeremy Kerley,6.95,Jeremy Kerley
143,195,Terrance Williams,7.82,Terrance Williams
144,196,Garrett Celek,7.89,Garrett Celek
145,197,Roddy White,7.5,Roddy White
146,198,Darren Sproles,8.76,Darren Sproles
147,199,Alfred Morris,5.4,Alfred Morris
148,200,Kenny Stills,7.43,Kenny Stills
149,201,James Starks,7.11,James Starks
150,202,Jerome Simpson,7.42,Jerome Simpson
151,203,Jared Cook,7.03,Jared Cook
152,204,Jamison Crowder,7.99,Jamison Crowder
153,206,Nelson Agholor,7.45,Nelson Agholor
154,207,Mohamed Sanu,7.03,Mohamed Sanu
155,209,Will Tye,7.36,Will Tye
156,211,Kyle Rudolph,6.4,Kyle Rudolph
157,212,Chris Hogan,6.04,Chris Hogan
158,213,Danny Amendola,5.59,Danny Amendola
159,214,Dwayne Allen,6.38,Dwayne Allen
160,215,Jerome Cunningham,5.02,NaN
161,216,Orleans Darkwa,4.48,Orleans Darkwa
162,217,Justin Hardy,6.37,Justin Hardy
163,218,Adam Humphries,5.16,Adam Humphries
164,219,Marcel Reece,6.05,Marcel Reece
165,220,Clive Walford,5.13,Clive Walford
166,221,Marc Mariani,4.93,Marc Mariani
167,223,Jerricho Cotchery,4.6,Jerricho Cotchery
168,224,Riley Cooper,5.19,Riley Cooper
169,225,Ahmad Bradshaw,6.4,Ahmad Bradshaw
170,226,Dwayne Bowe,5.47,Dwayne Bowe
171,227,Kenny Britt,5.27,Kenny Britt
172,228,Vance McDonald,5.38,Vance McDonald
173,230,Jordan Norwood*,4.41,Jordan Norwood
174,231,Christine Michael,4.68,Christine Michael
175,232,Tre Mason,3.32,Tre Mason
176,233,Quinton Patton,6.05,Quinton Patton
177,234,Stedman Bailey,4.39,Stedman Bailey
178,235,Jarius Wright,4.54,Jarius Wright
179,236,Scott Chandler,4.41,Scott Chandler
180,237,Jonas Gray,4.42,Jonas Gray
181,238,Shaun Draughn,4.82,NaN
182,239,Josh Hill,3.61,Josh Hill
183,240,Devin Funchess,4.29,Devin Funchess
184,241,Anthony Fasano,4.01,Anthony Fasano
185,242,Tevin Coleman,3.6,Tevin Coleman
186,243,Dion Sims,4.53,Dion Sims
187,244,Jeff Cumberland,3.45,Jeff Cumberland
188,245,Owen Daniels,4.34,Owen Daniels
189,247,John Phillips,3.14,John Phillips
190,248,Marcedes Lewis,4.19,Marcedes Lewis
191,249,Andre Williams,2.23,Andre Williams
192,250,Michael Hoomanawanui,2.51,Michael Hoomanawanui
193,251,Mychal Rivera,3.99,Mychal Rivera
194,252,Lance Kendricks,3.84,Lance Kendricks
195,253,Bruce Ellington,3.92,Bruce Ellington
196,254,Darrius Heyward-Bey,3.34,Darrius Heyward-Bey
197,255,Jordan Todman,3.1,Jordan Todman
198,257,Seth Roberts,3.57,Seth Roberts
199,258,Ed Dickson,3.01,Ed Dickson
200,259,Benjamin Cunningham,3.53,Benny Cunningham
201,260,Andre Holmes,2.86,Andre Holmes
202,261,Brian Quick,3.28,Brian Quick
203,262,Greg Jennings,2.77,Greg Jennings
204,263,Quan Bray,3.18,Quan Bray
205,264,Cole Beasley,3.59,Cole Beasley
206,265,Taiwan Jones,3.81,Taiwan Jones
207,266,Derek Carrier,2.7,Derek Carrier
208,267,Marlon Moore,2.77,Marlon Moore
209,268,Blake Bell,2.54,Blake Bell
210,269,Jerick McKinnon,2.27,Jerick McKinnon
211,270,Charles Johnson,2.5,Charles Johnson
212,271,Robert Turbin,1.69,Robert Turbin
213,272,Mike Tolbert,3.6,Mike Tolbert
214,273,Tim Hightower,2.98,NaN
215,274,Josh Huff,1.74,Josh Huff
216,275,Justin Perillo,2.07,Justin Perillo
217,276,Eric Weems,1.59,Eric Weems
218,277,Bishop Sankey,1.97,Bishop Sankey
219,278,Ka'Deem Carey,2.65,Ka'Deem Carey
220,279,Fozzy Whittaker,1.89,Fozzy Whittaker
221,280,Lee Smith,2.29,Lee Smith
222,281,Devin Smith,2.29,Devin Smith
223,283,Jack Doyle,2.25,Jack Doyle
224,284,Jim Dray,2.49,Jim Dray
225,286,Andre Caldwell,2.29,Andre Caldwell
226,288,Brandon Myers,1.72,Brandon Myers
227,289,Donald Brown,1.72,Donald Brown
228,290,Toby Gerhart,2.38,Toby Gerhart
229,292,Brent Celek,1.5,Brent Celek
230,293,Kenbrell Thompkins,1.34,Kenbrell Thompkins
231,294,John Kuhn,1.04,John Kuhn
232,295,Brandon Coleman,1.07,Brandon Coleman
233,299,Levine Toilolo,1.02,Levine Toilolo
234,300,Matt Asiata,2.88,Matt Asiata
235,302,Joshua Bellamy,1.33,Joshua Bellamy
236,304,Denard Robinson,2.56,Denard Robinson
237,307,James Hanna,1.25,James Hanna
238,309,Miles Austin,1.45,Miles Austin
239,310,Bennie Fowler,1.16,Bennie Fowler
240,314,Patrick DiMarco,1.08,Patrick DiMarco
241,316,Roy Helu,1.34,Roy Helu Jr.
242,317,Bruce Miller,1.73,Bruce Miller
243,333,Terron Ward,1.08,Terron Ward
244,355,Zach Miller,1.8,Zach Miller
