,Unnamed: 0,player,nfl,dk_name
80,80,Kamar Aiken,16.6,Kamar Aiken
81,81,Anquan Boldin,16.6,Anquan Boldin
82,82,Jordan Reed,16.6,Jordan Reed
83,83,Travis Kelce,16.4,Travis Kelce
84,84,Sammy Watkins,16.2,Sammy Watkins
85,85,Antonio Andrews,12.5,NaN
86,86,Charcandrick West,13.5,Charcandrick West
87,87,T.J. Yates,12.08,T.J. Yates
88,88,LeGarrette Blount,11.2,LeGarrette Blount
89,89,Donte Moncrief,15.7,Donte Moncrief
90,90,David Cobb,12.0,NaN
91,91,Richard Rodgers,15.8,Richard Rodgers
92,92,Julius Thomas,15.8,NaN
93,93,Cecil Shorts,15.4,Cecil Shorts
94,94,Eric Ebron,15.2,Eric Ebron
95,95,Rishard Matthews,15.2,Rishard Matthews
96,96,Davante Adams,14.8,Davante Adams
97,97,John Brown,14.4,John Brown
98,98,Charles Clay,14.2,Charles Clay
99,99,Ladarius Green,14.2,Ladarius Green
100,100,Antonio Gates,13.8,Antonio Gates
101,101,T.Y. Hilton,19.5,T.Y. Hilton
102,102,Jeremy Hill,11.3,Jeremy Hill
103,103,Matt Jones,11.4,Matt Jones
104,104,Owen Daniels,12.4,Owen Daniels
105,105,Karlos Williams,9.4,Karlos Williams
106,106,Devin Funchess,11.6,Devin Funchess
107,107,James Starks,9.7,James Starks
108,108,Jonathan Stewart,9.0,Jonathan Stewart
109,109,Calvin Johnson,14.8,Calvin Johnson
110,110,Darren Sproles,11.4,Darren Sproles
111,111,Mohamed Sanu,13.8,Mohamed Sanu
112,112,Matt Hasselbeck,7.92,Matt Hasselbeck
113,113,Ka'Deem Carey,8.6,Ka'Deem Carey
114,114,Jordan Matthews,12.6,Jordan Matthews
115,115,Golden Tate,12.1,Golden Tate
116,116,Kyle Rudolph,11.4,Kyle Rudolph
117,117,Charles Sims,7.4,Charles Sims
118,118,Zach Ertz,11.0,Zach Ertz
119,119,Chris Johnson,6.7,Chris Johnson
120,120,Jamison Crowder,10.4,Jamison Crowder
121,121,David Johnson,7.2,David Johnson
122,122,Tavon Austin,8.0,Tavon Austin
123,123,Jordan Cameron,10.4,Jordan Cameron
124,124,Michael Crabtree,10.4,Michael Crabtree
125,125,De'Anthony Thomas,7.7,De'Anthony Thomas
126,126,Alfred Morris,5.5,Alfred Morris
127,127,Harry Douglas,9.8,NaN
128,128,Marqise Lee,9.7,NaN
129,129,Denard Robinson,5.8,NaN
130,130,Ted Ginn,9.6,Ted Ginn Jr.
131,131,Alfred Blue,5.5,Alfred Blue
132,132,Bilal Powell,6.4,Bilal Powell
133,133,DeSean Jackson,8.6,DeSean Jackson
134,134,Jeremy Kerley,8.6,Jeremy Kerley
135,135,Fozzy Whittaker,5.8,NaN
136,136,Robert Woods,8.8,Robert Woods
137,137,Joique Bell,5.1,Joique Bell
138,138,C.J. Anderson,5.1,C.J. Anderson
139,139,Jarius Wright,7.5,Jarius Wright
140,140,Ameer Abdullah,5.1,Ameer Abdullah
141,141,Michael Floyd,7.8,Michael Floyd
142,142,Leonard Hankerson,7.8,Leonard Hankerson
143,143,Jaelen Strong,7.8,Jaelen Strong
144,144,Chris Givens,7.6,Chris Givens
145,145,Thomas Rawls,3.9,Thomas Rawls
146,146,Theo Riddick,5.4,Theo Riddick
147,147,Kenny Britt,7.3,Kenny Britt
148,148,Melvin Gordon,4.1,Melvin Gordon
149,149,Kenny Stills,7.4,Kenny Stills
150,150,James White,5.7,James White
151,151,Danny Amendola,7.2,Danny Amendola
152,152,Marlon Brown,7.2,Marlon Brown
153,153,Ty Montgomery,7.2,Ty Montgomery
154,154,Terrance Williams,7.2,Terrance Williams
155,155,Vernon Davis,7.0,Vernon Davis
156,156,Charles Johnson,6.9,Charles Johnson
157,157,Stevan Ridley,4.0,Stevan Ridley
158,158,Corey Brown,6.4,NaN
159,159,Scott Chandler,6.8,Scott Chandler
160,160,Josh Huff,6.8,Josh Huff
161,161,Greg Jennings,6.8,Greg Jennings
162,162,Cordarrelle Patterson,5.7,Cordarrelle Patterson
163,163,Bobby Rainey,5.0,Bobby Rainey
164,164,Clay Harbor,6.6,NaN
165,165,Jermaine Kearse,6.5,Jermaine Kearse
166,166,Tre Mason,4.0,Tre Mason
167,167,Marcedes Lewis,6.4,NaN
168,168,Brian Quick,6.4,Brian Quick
169,169,Maxx Williams,6.4,Maxx Williams
170,170,Benny Cunningham,5.0,Benny Cunningham
171,171,Javorius Allen,4.0,Javorius Allen
172,172,Andre Caldwell,6.0,Andre Caldwell
173,173,Knile Davis,3.7,Knile Davis
174,174,Coby Fleener,5.8,Coby Fleener
175,175,Toby Gerhart,3.7,NaN
176,176,Dorial Green-Beckham,5.8,NaN
177,177,Steve Johnson,5.8,Steve Johnson
178,178,Mychal Rivera,5.8,Mychal Rivera
179,179,Andre Roberts,5.7,Andre Roberts
180,180,Garrett Graham,5.6,Garrett Graham
181,181,Ryan Griffin,5.6,Ryan Griffin
182,182,Torrey Smith,5.6,Torrey Smith
183,183,Lance Kendricks,5.4,Lance Kendricks
184,184,Mike Tolbert,4.2,Mike Tolbert
185,185,Dwayne Allen,5.2,Dwayne Allen
186,186,Matt Asiata,3.3,Matt Asiata
187,187,Jason Avant,5.2,Jason Avant
188,188,Andre Johnson,5.2,Andre Johnson
189,189,Nelson Agholor,5.0,Nelson Agholor
190,190,Jared Cook,5.0,Jared Cook
191,191,Aaron Dobson,4.8,Aaron Dobson
192,192,Dan Herron,3.1,NaN
193,193,Nate Washington,4.8,Nate Washington
194,194,Jerricho Cotchery,4.6,Jerricho Cotchery
195,195,Gavin Escobar,4.6,Gavin Escobar
196,196,Virgil Green,4.6,Virgil Green
197,197,Jerick McKinnon,3.1,Jerick McKinnon
198,198,Cole Beasley,4.4,Cole Beasley
199,199,Anthony Fasano,4.4,NaN
200,200,Bryan Walters,4.4,NaN
201,201,Roddy White,4.4,Roddy White
202,202,Brandon Bolden,2.6,Brandon Bolden
203,203,Tevin Coleman,2.3,Tevin Coleman
204,204,Jeff Cumberland,4.2,Jeff Cumberland
205,205,Marquess Wilson,4.2,Marquess Wilson
206,206,Jordan Norwood,4.0,Jordan Norwood
207,207,Chris Thompson,3.1,Chris Thompson
208,208,Jermaine Gresham,3.8,Jermaine Gresham
209,209,Terron Ward,2.6,Terron Ward
210,210,Jay Ajayi,2.7,Jay Ajayi
211,211,Ed Dickson,3.6,Ed Dickson
212,212,Tyler Lockett,3.5,Tyler Lockett
213,213,Rod Streater,3.6,Rod Streater
214,214,Kevin White,3.6,NaN
215,215,Riley Cooper,3.4,Riley Cooper
216,216,Fred Jackson,2.6,Fred Jackson
217,217,Miles Austin,3.2,Miles Austin
218,218,Chris Gragg,3.2,Chris Gragg
219,219,Andre Holmes,3.2,Andre Holmes
220,220,Dontrelle Inman,3.2,Dontrelle Inman
221,221,Keith Mumphery,3.2,Keith Mumphery
222,222,Devin Smith,3.2,Devin Smith
223,223,Timothy Wright,3.2,NaN
224,224,Cameron Artis-Payne,1.9,Cameron Artis-Payne
225,225,Chris Hogan,3.0,Chris Hogan
226,226,DeVante Parker,3.0,DeVante Parker
227,227,Stepfan Taylor,2.1,Stepfan Taylor
228,228,Crockett Gillmore,2.8,Crockett Gillmore
229,229,Damien Williams,1.9,Damien Williams
230,230,Luke Willson,2.8,Luke Willson
231,231,Nick Boyle,2.6,Nick Boyle
232,232,Derek Carrier,2.6,Derek Carrier
233,233,Brent Celek,2.6,Brent Celek
234,234,Bruce Ellington,2.5,Bruce Ellington
235,235,C.J. Fiedorowicz,2.6,C.J. Fiedorowicz
236,236,Brandon Myers,2.6,Brandon Myers
237,237,Garrett Celek,2.4,Garrett Celek
238,238,Chris Polk,1.6,Chris Polk
239,239,Levine Toilolo,2.4,Levine Toilolo
240,240,Darren Fells,2.0,Darren Fells
241,241,Jeff Janis,1.8,Jeff Janis
242,242,Marcel Reece,1.5,Marcel Reece
243,243,Albert Wilson,1.8,Albert Wilson
244,244,Justin Hardy,1.6,Justin Hardy
245,245,Cody Latimer,1.6,Cody Latimer
246,246,J.J. Nelson,1.6,NaN
247,247,Dion Sims,1.6,Dion Sims
248,248,Jacob Tamme,1.6,Jacob Tamme
249,249,Chris Conley,1.4,Chris Conley
250,250,Tyler Kroft,1.4,Tyler Kroft
251,251,Lance Moore,1.4,Lance Moore
252,252,Clive Walford,1.4,Clive Walford
253,253,Kennard Backman,1.2,NaN
254,255,MyCole Pruitt,1.2,MyCole Pruitt
255,256,Jake Stoneburner,1.2,Jake Stoneburner
