,Unnamed: 0,player,espn,dk_name
50,53,Calvin Johnson,16.62,Calvin Johnson
51,54,Julian Edelman,18.15,Julian Edelman
52,55,Jeremy Maclin,17.49,Jeremy Maclin
53,56,Brandon Marshall,17.72,Brandon Marshall
54,57,LeGarrette Blount,11.5,LeGarrette Blount
55,58,Darren McFadden,14.97,Darren McFadden
56,59,Charcandrick West,14.16,Charcandrick West
57,60,Larry Fitzgerald,15.9,Larry Fitzgerald
58,61,T.Y. Hilton,16.17,T.Y. Hilton
59,63,Randall Cobb,16.92,Randall Cobb
60,64,Lamar Miller,14.28,Lamar Miller
61,65,Alshon Jeffery,16.49,Alshon Jeffery
62,68,Martavis Bryant,13.73,Martavis Bryant
63,70,Frank Gore,13.06,Frank Gore
64,71,Greg Olsen,13.98,Greg Olsen
65,74,Dion Lewis,14.2,Dion Lewis
66,75,John Brown,13.06,John Brown
67,76,Eric Decker,13.73,Eric Decker
68,77,Eddie Lacy,12.37,Eddie Lacy
69,80,Jarvis Landry,15.99,Jarvis Landry
70,84,Michael Crabtree,15.08,Michael Crabtree
71,87,Steve Smith Sr.,13.79,Steve Smith Sr.
72,88,Danny Woodhead,13.73,Danny Woodhead
73,89,Giovani Bernard,12.27,Giovani Bernard
74,90,Dez Bryant,14.52,Dez Bryant
75,91,Donte Moncrief,14.36,Donte Moncrief
76,94,Reggie Bush,12.65,Reggie Bush
77,97,Latavius Murray,11.4,Latavius Murray
78,100,Amari Cooper,13.94,Amari Cooper
79,102,Brandin Cooks,13.7,Brandin Cooks
80,107,Tyler Eifert,12.91,Tyler Eifert
81,108,Jeremy Hill,9.47,Jeremy Hill
82,113,Nate Washington,12.16,Nate Washington
83,114,Delanie Walker,12.88,Delanie Walker
84,115,Malcom Floyd,10.85,Malcom Floyd
85,118,Antonio Andrews,9.76,Antonio Andrews
86,120,Gary Barnidge,11.54,Gary Barnidge
87,124,James Jones,11.02,James Jones
88,126,Travis Benjamin,11.5,Travis Benjamin
89,127,Alfred Blue,8.14,Alfred Blue
90,129,Kendall Wright,12.57,Kendall Wright
91,130,Travis Kelce,12.56,Travis Kelce
92,132,Ronnie Hillman,10.61,Ronnie Hillman
93,133,Golden Tate,12.8,Golden Tate
94,135,Dexter McCluster,10.22,Dexter McCluster
95,136,Davante Adams,10.73,Davante Adams
96,137,Anquan Boldin,13.49,Anquan Boldin
97,138,Ameer Abdullah,9.34,Ameer Abdullah
98,139,Marvin Jones,10.59,Marvin Jones
99,140,Martellus Bennett,12.32,Martellus Bennett
100,141,Stevie Johnson,10.91,Stevie Johnson
101,142,Rueben Randle,11.34,Rueben Randle
102,143,Rishard Matthews,11.0,Rishard Matthews
103,144,Shane Vereen,10.3,Shane Vereen
104,146,Willie Snead,11.35,Willie Snead
105,148,Mike Wallace,11.11,Mike Wallace
106,149,Ladarius Green,10.66,Ladarius Green
107,150,Stefon Diggs,11.39,Stefon Diggs
108,151,Duke Johnson Jr.,11.88,Duke Johnson Jr.
109,152,Brandon LaFell,10.87,NaN
110,154,Larry Donnell,11.08,Larry Donnell
111,155,C.J. Spiller,11.21,C.J. Spiller
112,156,Khiry Robinson,8.62,Khiry Robinson
113,157,Michael Floyd,9.72,Michael Floyd
114,159,Jordan Cameron,11.0,Jordan Cameron
115,160,Chris Polk,9.16,Chris Polk
116,162,Tavon Austin,10.32,Tavon Austin
117,163,Ted Ginn Jr.,10.43,Ted Ginn Jr.
118,165,Justin Hunter,9.34,Justin Hunter
119,169,Jimmy Graham,10.89,Jimmy Graham
120,171,Rashad Jennings,8.72,Rashad Jennings
121,172,Benjamin Watson,10.02,Benjamin Watson
122,173,Heath Miller,9.94,Heath Miller
123,174,Charles Sims,10.86,Charles Sims
124,176,Jason Witten,10.26,Jason Witten
125,178,Andre Johnson,8.75,Andre Johnson
126,179,C.J. Anderson,8.99,C.J. Anderson
127,181,Taylor Gabriel,8.53,Taylor Gabriel
128,182,Marques Colston,8.32,Marques Colston
129,183,Eddie Royal,9.23,Eddie Royal
130,184,Markus Wheaton,8.28,Markus Wheaton
131,185,Javorius Allen,6.84,Javorius Allen
132,186,Eric Ebron,9.38,Eric Ebron
133,187,Tyler Lockett,7.85,Tyler Lockett
134,188,Jacob Tamme,7.97,Jacob Tamme
135,189,Richard Rodgers,7.99,Richard Rodgers
136,190,Doug Baldwin,9.24,Doug Baldwin
137,191,Andre Ellington,8.41,Andre Ellington
138,193,Roddy White,8.09,Roddy White
139,194,Dorial Green-Beckham,7.03,Dorial Green-Beckham
140,195,Crockett Gillmore,7.75,Crockett Gillmore
141,196,Kamar Aiken,8.55,Kamar Aiken
142,197,Danny Amendola,8.27,Danny Amendola
143,198,Jared Cook,8.36,Jared Cook
144,199,Vernon Davis,7.85,Vernon Davis
145,200,Keith Mumphery,7.21,Keith Mumphery
146,201,Owen Daniels,8.66,Owen Daniels
147,202,Torrey Smith,7.24,Torrey Smith
148,203,Mohamed Sanu,7.02,Mohamed Sanu
149,204,Coby Fleener,7.35,Coby Fleener
150,206,Terrance Williams,7.82,Terrance Williams
151,207,Dwayne Harris,7.22,Dwayne Harris
152,208,Kenny Britt,7.29,Kenny Britt
153,209,Jeremy Kerley,7.72,Jeremy Kerley
154,211,Zac Stacy,7.57,Zac Stacy
155,212,Brian Hartline,7.96,Brian Hartline
156,213,Donteea Dye,7.35,Donteea Dye
157,214,Chris Conley,7.1,Chris Conley
158,215,Tevin Coleman,5.52,Tevin Coleman
159,216,Orleans Darkwa,4.57,Orleans Darkwa
160,217,Isaiah Crowell,6.13,Isaiah Crowell
161,218,Kenny Stills,7.12,Kenny Stills
162,219,Melvin Gordon,7.73,Melvin Gordon
163,220,Jermaine Kearse,7.62,Jermaine Kearse
164,221,James Starks,6.34,James Starks
165,224,David Johnson,5.72,David Johnson
166,225,Theo Riddick,9.19,Theo Riddick
167,226,Anthony Fasano,5.92,Anthony Fasano
168,227,Joique Bell,4.99,Joique Bell
169,228,Benjamin Cunningham,8.18,Benny Cunningham
170,230,Christine Michael,6.17,Christine Michael
171,231,Lance Kendricks,5.17,Lance Kendricks
172,232,Marlon Brown,6.03,Marlon Brown
173,233,Kyle Rudolph,6.61,Kyle Rudolph
174,234,Nick Williams,5.11,Nick Williams
175,235,Justin Hardy,5.1,Justin Hardy
176,236,Corey Brown,6.43,Corey Brown
177,237,Devin Funchess,5.45,Devin Funchess
178,238,Garrett Graham,5.24,Garrett Graham
179,239,Dion Sims,5.15,Dion Sims
180,240,Brian Quick,5.11,Brian Quick
181,241,Brandon Myers,5.96,Brandon Myers
182,242,Lance Moore,5.79,Lance Moore
183,243,Jonathan Grimes,6.29,Jonathan Grimes
184,244,Dwayne Allen,5.32,Dwayne Allen
185,245,Mychal Rivera,5.32,Mychal Rivera
186,247,Branden Oliver,5.96,Branden Oliver
187,248,Marcel Reece,5.79,Marcel Reece
188,249,Jerricho Cotchery,5.03,Jerricho Cotchery
189,250,Albert Wilson,5.68,Albert Wilson
190,251,Ahmad Bradshaw,5.93,Ahmad Bradshaw
191,252,Stedman Bailey,4.8,Stedman Bailey
192,253,Jarius Wright,5.08,Jarius Wright
193,254,Marquess Wilson,4.51,Marquess Wilson
194,255,Robert Turbin,3.82,Robert Turbin
195,256,Knile Davis,3.65,Knile Davis
196,257,Mike Davis,4.96,Mike Davis
197,258,Mike Tolbert,4.93,Mike Tolbert
198,259,Jermaine Gresham,5.01,Jermaine Gresham
199,260,Scott Chandler,4.42,Scott Chandler
200,261,Josh Hill,4.77,Josh Hill
201,262,Maxx Williams,3.99,Maxx Williams
202,263,Will Tye,4.02,Will Tye
203,264,Jeremy Langford,3.63,Jeremy Langford
204,265,Jeff Cumberland,3.4,Jeff Cumberland
205,266,Jordan Norwood,4.14,Jordan Norwood
206,267,Bishop Sankey,3.5,Bishop Sankey
207,268,Andre Williams,2.72,Andre Williams
208,269,Griff Whalen,2.77,Griff Whalen
209,270,Russell Shepard,3.84,Russell Shepard
210,271,Jaelen Strong,2.88,Jaelen Strong
211,272,Clive Walford,3.21,Clive Walford
212,273,Kyle Juszczyk,3.53,Kyle Juszczyk
213,274,Greg Jennings,3.48,Greg Jennings
214,275,Cole Beasley,3.78,Cole Beasley
215,276,Ed Dickson,3.42,Ed Dickson
216,277,Dwayne Bowe,3.35,Dwayne Bowe
217,278,Jerick McKinnon,3.18,Jerick McKinnon
218,279,C.J. Fiedorowicz,2.55,C.J. Fiedorowicz
219,280,Brandon Coleman,3.09,Brandon Coleman
220,281,Seth Roberts,3.48,Seth Roberts
221,282,Fred Jackson,5.33,Fred Jackson
222,283,Chris Givens,2.54,Chris Givens
223,284,Charles Johnson,3.05,Charles Johnson
224,285,James O'Shaughnessy,2.6,James O'Shaughnessy
225,286,Taiwan Jones,2.98,Taiwan Jones
226,288,Luke Stocker,2.52,Luke Stocker
227,289,Thomas Rawls,2.51,Thomas Rawls
228,290,Michael Hoomanawanui,2.55,Michael Hoomanawanui
229,291,Luke Willson,2.96,Luke Willson
230,292,DeAngelo Williams,1.95,DeAngelo Williams
231,294,Garrett Celek,2.96,Garrett Celek
232,296,Jerome Simpson,2.13,Jerome Simpson
233,297,Quinton Patton,2.04,Quinton Patton
234,298,De'Anthony Thomas,3.19,De'Anthony Thomas
235,299,Damien Williams,3.0,Damien Williams
236,300,Jeremy Ross,2.14,Jeremy Ross
237,301,Matt Asiata,2.79,Matt Asiata
238,302,Gavin Escobar,2.36,Gavin Escobar
239,303,Spencer Ware,1.24,Spencer Ware
240,304,John Phillips,2.11,John Phillips
241,305,Anthony Sherman,1.62,Anthony Sherman
242,306,Troy Niklas,1.71,Troy Niklas
243,307,Jim Dray,2.47,Jim Dray
244,308,DeVante Parker,2.29,DeVante Parker
245,309,Fozzy Whittaker,2.32,Fozzy Whittaker
246,310,Kenbrell Thompkins,2.36,Kenbrell Thompkins
247,311,Stevan Ridley,1.89,NaN
248,312,Lee Smith,2.13,Lee Smith
249,314,Roy Helu,2.13,Roy Helu Jr.
250,315,Jeff Janis,2.09,Jeff Janis
251,316,Andre Caldwell,2.21,Andre Caldwell
252,317,Darrius Heyward-Bey,2.21,Darrius Heyward-Bey
253,318,Bennie Fowler,2.21,Bennie Fowler
254,319,Adam Humphries,2.23,NaN
255,320,Terron Ward,1.35,Terron Ward
256,322,John Kuhn,1.11,John Kuhn
257,324,Andre Holmes,1.61,Andre Holmes
258,326,Jack Doyle,1.06,Jack Doyle
259,329,Dontrelle Inman,1.24,Dontrelle Inman
260,330,Jason Avant,1.41,Jason Avant
261,334,Chase Ford,1.11,Chase Ford
262,348,Jarryd Hayne,1.2,Jarryd Hayne
263,365,Vance McDonald,1.29,Vance McDonald
