,Unnamed: 0,player,nfl,dk_name
91,91,Steve Smith,15.8,Steve Smith Sr.
92,92,Rishard Matthews,15.6,Rishard Matthews
93,93,Derek Carr,11.76,Derek Carr
94,94,Colin Kaepernick,12.6,Colin Kaepernick
95,95,Eric Ebron,15.0,Eric Ebron
96,96,Khiry Robinson,11.3,Khiry Robinson
97,97,Davante Adams,14.8,Davante Adams
98,98,Jeremy Hill,11.9,Jeremy Hill
99,99,John Brown,14.4,John Brown
100,100,Ladarius Green,14.4,Ladarius Green
101,101,Antonio Gates,14.2,Antonio Gates
102,102,Eddie Royal,13.4,Eddie Royal
103,103,T.Y. Hilton,18.7,T.Y. Hilton
104,104,Owen Daniels,11.8,Owen Daniels
105,105,Jonathan Stewart,9.2,Jonathan Stewart
106,106,Calvin Johnson,14.4,Calvin Johnson
107,107,James Starks,8.5,James Starks
108,108,Charcandrick West,8.0,Charcandrick West
109,109,Lamar Miller,7.4,Lamar Miller
110,110,Duke Johnson,9.3,Duke Johnson Jr.
111,111,Jordan Cameron,12.2,Jordan Cameron
112,112,Kyle Rudolph,12.2,Kyle Rudolph
113,113,Dexter McCluster,8.7,Dexter McCluster
114,114,Andre Ellington,7.4,Andre Ellington
115,115,Isaiah Crowell,6.5,Isaiah Crowell
116,116,Chris Johnson,6.9,Chris Johnson
117,117,Charles Sims,7.5,Charles Sims
118,118,David Johnson,7.4,David Johnson
119,119,Alfred Blue,6.1,Alfred Blue
120,120,Heath Miller,10.6,Heath Miller
121,121,Tavon Austin,7.9,Tavon Austin
122,122,Antonio Andrews,6.5,Antonio Andrews
123,123,Golden Tate,10.0,Golden Tate
124,124,Kendall Wright,9.9,Kendall Wright
125,125,De'Anthony Thomas,7.5,De'Anthony Thomas
126,126,Mohamed Sanu,9.3,Mohamed Sanu
127,127,Ted Ginn,9.4,Ted Ginn Jr.
128,128,Malcom Floyd,9.2,Malcom Floyd
129,129,Darrius Heyward-Bey,9.2,Darrius Heyward-Bey
130,130,Fozzy Whittaker,5.9,Fozzy Whittaker
131,131,Jeremy Kerley,8.6,Jeremy Kerley
132,132,Doug Baldwin,8.5,Doug Baldwin
133,133,Joique Bell,5.1,Joique Bell
134,134,Branden Oliver,6.1,Branden Oliver
135,135,Zac Stacy,5.5,Zac Stacy
136,136,Jarius Wright,7.8,Jarius Wright
137,137,C.J. Anderson,5.0,C.J. Anderson
138,138,Andrew Hawkins,8.1,Andrew Hawkins
139,139,Willie Snead,8.2,Willie Snead
140,140,Ameer Abdullah,5.1,Ameer Abdullah
141,141,Michael Floyd,7.8,Michael Floyd
142,142,Jeremy Langford,5.3,Jeremy Langford
143,143,Jaelen Strong,7.8,Jaelen Strong
144,144,Thomas Rawls,3.9,Thomas Rawls
145,145,Theo Riddick,5.4,Theo Riddick
146,146,Kenny Stills,7.6,Kenny Stills
147,147,James White,5.8,James White
148,148,Kenny Britt,7.3,Kenny Britt
149,149,Chris Givens,7.4,Chris Givens
150,150,Charles Johnson,7.3,Charles Johnson
151,151,Danny Amendola,7.2,Danny Amendola
152,152,Melvin Gordon,4.1,Melvin Gordon
153,153,Roy Helu,5.5,Roy Helu Jr.
154,154,Jacoby Jones,7.0,Jacoby Jones
155,155,Christine Michael,3.9,Christine Michael
156,156,Ty Montgomery,7.2,Ty Montgomery
157,157,Cordarrelle Patterson,6.1,Cordarrelle Patterson
158,158,Marlon Brown,7.0,Marlon Brown
159,159,Corey Brown,6.4,Corey Brown
160,160,Scott Chandler,6.8,Scott Chandler
161,161,Brandon Coleman,6.8,Brandon Coleman
162,162,Greg Jennings,6.8,Greg Jennings
163,163,Tre Mason,4.1,Tre Mason
164,164,Bobby Rainey,5.0,Bobby Rainey
165,165,Terrance Williams,6.8,Terrance Williams
166,166,Vernon Davis,6.6,Vernon Davis
167,167,Benny Cunningham,5.1,Benny Cunningham
168,168,Brian Quick,6.4,Brian Quick
169,169,Javorius Allen,4.1,Javorius Allen
170,170,Dri Archer,4.4,Dri Archer
171,171,Rashad Jennings,3.8,Rashad Jennings
172,172,Torrey Smith,6.2,Torrey Smith
173,173,Maxx Williams,6.2,Maxx Williams
174,174,Steve Johnson,6.0,Stevie Johnson
175,175,Mychal Rivera,6.0,Mychal Rivera
176,176,Andre Williams,3.4,Andre Williams
177,177,Dorial Green-Beckham,5.8,Dorial Green-Beckham
178,178,Andre Caldwell,5.6,Andre Caldwell
179,179,Coby Fleener,5.6,Coby Fleener
180,180,Garrett Graham,5.6,Garrett Graham
181,181,Brian Hartline,5.6,Brian Hartline
182,182,Justin Hunter,5.6,Justin Hunter
183,183,Mike Tolbert,4.3,Mike Tolbert
184,184,Robert Turbin,4.1,Robert Turbin
185,185,DeAngelo Williams,3.1,DeAngelo Williams
186,186,Stedman Bailey,5.2,Stedman Bailey
187,187,Knile Davis,3.5,Knile Davis
188,188,Devin Funchess,5.4,Devin Funchess
189,189,Matt Asiata,3.4,Matt Asiata
190,190,Dwayne Allen,5.0,Dwayne Allen
191,191,Jason Avant,5.0,Jason Avant
192,192,Victor Cruz,5.0,Victor Cruz
193,193,Jonas Gray,2.7,Jonas Gray
194,194,Andre Johnson,5.0,Andre Johnson
195,195,Jermaine Kearse,4.9,Jermaine Kearse
196,196,Ka'Deem Carey,3.1,Ka'Deem Carey
197,197,Jared Cook,4.8,Jared Cook
198,198,Aaron Dobson,4.8,Aaron Dobson
199,199,Nate Washington,4.8,Nate Washington
200,200,Jerricho Cotchery,4.6,Jerricho Cotchery
201,201,Gavin Escobar,4.6,Gavin Escobar
202,202,Anthony Fasano,4.6,Anthony Fasano
203,203,Jerick McKinnon,3.2,Jerick McKinnon
204,204,Levine Toilolo,4.6,Levine Toilolo
205,205,Brandon Bolden,2.7,Brandon Bolden
206,206,Roddy White,4.4,Roddy White
207,207,Cole Beasley,4.2,Cole Beasley
208,208,Virgil Green,4.2,Virgil Green
209,209,Marquess Wilson,4.2,Marquess Wilson
210,210,Reggie Bush,4.4,Reggie Bush
211,211,Tevin Coleman,2.2,Tevin Coleman
212,212,Ed Dickson,4.0,Ed Dickson
213,213,Jermaine Gresham,3.8,Jermaine Gresham
214,214,Jordan Norwood,3.8,Jordan Norwood
215,215,Josh Robinson,2.1,Josh Robinson
216,216,Terron Ward,2.6,Terron Ward
217,217,Markus Wheaton,3.7,Markus Wheaton
218,218,Taylor Gabriel,3.6,Taylor Gabriel
219,219,Tyler Lockett,3.5,Tyler Lockett
220,220,Rod Streater,3.6,Rod Streater
221,221,Orleans Darkwa,1.8,Orleans Darkwa
222,222,Dontrelle Inman,3.4,Dontrelle Inman
223,223,Fred Jackson,2.6,Fred Jackson
224,224,Ricardo Lockette,3.3,Ricardo Lockette
225,225,Cameron Artis-Payne,2.0,Cameron Artis-Payne
226,226,Andre Holmes,3.2,Andre Holmes
227,227,Keith Mumphery,3.2,Keith Mumphery
228,228,Stepfan Taylor,2.2,Stepfan Taylor
229,229,Benjamin Watson,3.2,Benjamin Watson
230,230,DeVante Parker,3.0,DeVante Parker
231,231,Bishop Sankey,1.8,Bishop Sankey
232,232,Luke Willson,3.0,Luke Willson
233,233,Timothy Wright,3.0,NaN
234,234,Jeff Cumberland,2.8,Jeff Cumberland
235,235,Bruce Ellington,2.7,Bruce Ellington
236,236,Crockett Gillmore,2.8,Crockett Gillmore
237,237,Dwayne Harris,2.8,Dwayne Harris
238,238,Damien Williams,1.9,Damien Williams
239,239,Nick Boyle,2.6,Nick Boyle
240,240,Garrett Celek,2.6,Garrett Celek
241,241,C.J. Fiedorowicz,2.6,C.J. Fiedorowicz
242,242,Lance Kendricks,2.6,Lance Kendricks
243,243,Chris Matthews,2.6,Chris Matthews
244,244,Chris Polk,1.7,Chris Polk
245,245,Brandon Myers,2.4,Brandon Myers
246,246,Marcel Reece,1.6,Marcel Reece
247,247,Terrance West,1.2,Terrance West
248,248,Jeff Janis,1.8,Jeff Janis
249,249,Albert Wilson,1.8,Albert Wilson
250,250,Sammie Coates,1.6,Sammie Coates
251,251,Chase Ford,1.6,Chase Ford
252,252,Justin Hardy,1.6,Justin Hardy
253,253,Cody Latimer,1.6,Cody Latimer
254,254,J.J. Nelson,1.6,J.J. Nelson
255,255,Dion Sims,1.6,Dion Sims
256,256,Jacob Tamme,1.6,Jacob Tamme
257,257,Dwayne Bowe,1.4,Dwayne Bowe
258,258,Chris Conley,1.4,Chris Conley
259,259,Josh Hill,1.4,Josh Hill
260,260,Rob Housler,1.4,Rob Housler
261,261,Tyler Kroft,1.4,Tyler Kroft
262,262,Lance Moore,1.4,Lance Moore
263,263,MyCole Pruitt,1.4,MyCole Pruitt
264,264,Paul Richardson,1.4,NaN
265,265,Clive Walford,1.4,Clive Walford
266,266,Kennard Backman,1.2,Kennard Backman
267,267,Jonathan Grimes,0.8,Jonathan Grimes
268,268,Juwan Thompson,0.7,Juwan Thompson
269,269,Jarryd Hayne,0.5,Jarryd Hayne
270,270,Kamar Aiken,0.6,Kamar Aiken
271,271,John Kuhn,0.4,John Kuhn
