,Unnamed: 0,player,espn,dk_name
245,309,Zach Miller,2.48,Zach Miller
246,310,Andre Caldwell,2.23,Andre Caldwell
247,312,Bernard Pierce,2.5,Bernard Pierce
248,313,Marcedes Lewis,2.27,Marcedes Lewis
249,314,J.J. Nelson*,1.96,J.J. Nelson
250,315,Jeff Janis,1.94,Jeff Janis
251,316,Clive Walford,2.08,Clive Walford
252,317,Lee Smith,2.07,Lee Smith
253,318,Josh Huff,1.89,Josh Huff
254,320,Marcus Easley,1.76,Marcus Easley
255,321,Kennard Backman,1.42,Kennard Backman
256,322,Tre Mason,1.87,Tre Mason
257,323,Clay Harbor,1.92,Clay Harbor
258,324,Geremy Davis,1.22,Geremy Davis
259,325,Levine Toilolo,1.09,Levine Toilolo
260,326,Brent Celek,1.05,Brent Celek
261,327,Branden Oliver,1.02,Branden Oliver
262,329,Bruce Ellington,1.49,Bruce Ellington
263,330,Corey Grant,1.07,Corey Grant
264,358,Rex Burkhead,1.23,Rex Burkhead
